status,protocol_id,cell,concurrency,repetition,query_type,operations,seconds,qps,p50_ms,p95_ms,p99_ms,error_rate,source_sha256
PASS,graph-aware-query-types-v2,cassandra-base,32,0,scope_fetch,5000,5.854034599993611,854.1117949670911,25.677599999999998,119.64136500000001,191.28610600000005,0.0,333c982777df7c1461e4ae523c40606507d16f39997ee718bc8eb9d88161f5de
PASS,graph-aware-query-types-v2,cassandra-base,32,0,relation_filter,5000,3.6217401000030804,1380.5518513036723,15.78885,89.86411500000006,144.47542600000003,0.0,333c982777df7c1461e4ae523c40606507d16f39997ee718bc8eb9d88161f5de
PASS,graph-aware-query-types-v2,cassandra-base,32,0,candidate_projection,5000,3.021644299995387,1654.7281888896166,15.4002,36.30372000000013,109.419992,0.0,333c982777df7c1461e4ae523c40606507d16f39997ee718bc8eb9d88161f5de
PASS,graph-aware-query-types-v2,cassandra-base,32,0,top10_retrieval,5000,13.432243599992944,372.2386333138439,73.02345,189.08932,262.0212020000001,0.0,333c982777df7c1461e4ae523c40606507d16f39997ee718bc8eb9d88161f5de
PASS,graph-aware-query-types-v2,cassandra-base,32,1,scope_fetch,5000,5.739579599990975,871.1439423207689,24.74775,116.892915,196.92119800000006,0.0,d033d9b14897b86205536eb95871feea53a3dcdbcb8c25813f211e5ac20d03f7
PASS,graph-aware-query-types-v2,cassandra-base,32,1,relation_filter,5000,3.6850539000006393,1356.8322569173636,15.63855,98.10118000000001,148.269083,0.0,d033d9b14897b86205536eb95871feea53a3dcdbcb8c25813f211e5ac20d03f7
PASS,graph-aware-query-types-v2,cassandra-base,32,1,candidate_projection,5000,2.7637522000004537,1809.1346973868276,13.699300000000001,30.243945000000025,108.91042800000004,0.0,d033d9b14897b86205536eb95871feea53a3dcdbcb8c25813f211e5ac20d03f7
PASS,graph-aware-query-types-v2,cassandra-base,32,1,top10_retrieval,5000,13.613162800000282,367.2915745927828,74.12035,185.50253000000006,278.83418900000004,0.0,d033d9b14897b86205536eb95871feea53a3dcdbcb8c25813f211e5ac20d03f7
PASS,graph-aware-query-types-v2,cassandra-base,32,2,scope_fetch,5000,5.722990899987053,873.6690460247476,24.527749999999997,111.23981500000002,178.224639,0.0,832fac81fe2a5359423758be156e2fe322bc98c5eaf3fad00da9554abd493c7c
PASS,graph-aware-query-types-v2,cassandra-base,32,2,relation_filter,5000,3.751499599980889,1332.8003553633516,15.674800000000001,98.95848000000001,148.160266,0.0,832fac81fe2a5359423758be156e2fe322bc98c5eaf3fad00da9554abd493c7c
PASS,graph-aware-query-types-v2,cassandra-base,32,2,candidate_projection,5000,3.0405087000108324,1644.4616652411441,15.4139,28.14667000000005,114.68204200000001,0.0,832fac81fe2a5359423758be156e2fe322bc98c5eaf3fad00da9554abd493c7c
PASS,graph-aware-query-types-v2,cassandra-base,32,2,top10_retrieval,5000,13.796003800001927,362.4237911560521,74.52629999999999,192.70835000000008,274.0471510000001,0.0,832fac81fe2a5359423758be156e2fe322bc98c5eaf3fad00da9554abd493c7c
PASS,graph-aware-query-types-v2,cassandra-materialized,32,0,scope_fetch,5000,5.995502100005979,833.958510329771,27.3395,120.41671500000001,185.68045500000005,0.0,5d7088bcc0b86daef63a99a702fd66c7030a8d8d3ef9de9ad8b35a9f572fd853
PASS,graph-aware-query-types-v2,cassandra-materialized,32,0,relation_filter,5000,1.3471348999883048,3711.580777874144,6.5905000000000005,10.341720000000002,71.210907,0.0,5d7088bcc0b86daef63a99a702fd66c7030a8d8d3ef9de9ad8b35a9f572fd853
PASS,graph-aware-query-types-v2,cassandra-materialized,32,0,candidate_projection,5000,1.5367637000163086,3253.590646334852,7.6273,12.975125,98.36404200000001,0.0,5d7088bcc0b86daef63a99a702fd66c7030a8d8d3ef9de9ad8b35a9f572fd853
PASS,graph-aware-query-types-v2,cassandra-materialized,32,0,top10_retrieval,5000,13.986531500006095,357.48677218492816,76.25274999999999,190.42514000000008,271.710641,0.0,5d7088bcc0b86daef63a99a702fd66c7030a8d8d3ef9de9ad8b35a9f572fd853
PASS,graph-aware-query-types-v2,cassandra-materialized,32,1,scope_fetch,5000,6.215452600008575,804.4466464104484,27.71185,116.407255,172.68362600000003,0.0,7a603f9c20442ffafb54f57338a3e41621b1c570f442340abe4b7d365f3d97b0
PASS,graph-aware-query-types-v2,cassandra-materialized,32,1,relation_filter,5000,1.3937443000031635,3587.4586177598367,6.8003,13.367445000000002,83.820026,0.0,7a603f9c20442ffafb54f57338a3e41621b1c570f442340abe4b7d365f3d97b0
PASS,graph-aware-query-types-v2,cassandra-materialized,32,1,candidate_projection,5000,1.3965621000097599,3580.220313844302,6.8436,11.977300000000001,82.497909,0.0,7a603f9c20442ffafb54f57338a3e41621b1c570f442340abe4b7d365f3d97b0
PASS,graph-aware-query-types-v2,cassandra-materialized,32,1,top10_retrieval,5000,14.059156500006793,355.6401125485433,77.1997,198.51874500000008,268.0981380000001,0.0,7a603f9c20442ffafb54f57338a3e41621b1c570f442340abe4b7d365f3d97b0
PASS,graph-aware-query-types-v2,cassandra-materialized,32,2,scope_fetch,5000,6.075901700009126,822.9231226687702,27.7586,115.16826500000002,182.27397700000006,0.0,ff881369f46868aac77f6280725f2a3b2df1d51cef99b26a8a6092eeeb6cbc09
PASS,graph-aware-query-types-v2,cassandra-materialized,32,2,relation_filter,5000,1.41370000000461,3536.8182782653284,6.479749999999999,12.872820000000003,73.33428800000004,0.0,ff881369f46868aac77f6280725f2a3b2df1d51cef99b26a8a6092eeeb6cbc09
PASS,graph-aware-query-types-v2,cassandra-materialized,32,2,candidate_projection,5000,1.4653923999867402,3412.0553648601176,6.9763,11.351730000000003,98.92503600000002,0.0,ff881369f46868aac77f6280725f2a3b2df1d51cef99b26a8a6092eeeb6cbc09
PASS,graph-aware-query-types-v2,cassandra-materialized,32,2,top10_retrieval,5000,14.0911616999947,354.8323485637015,77.40745,192.887925,271.3582920000001,0.0,ff881369f46868aac77f6280725f2a3b2df1d51cef99b26a8a6092eeeb6cbc09
PASS,graph-aware-query-types-v2,neo4j-native,32,0,scope_fetch,5000,126.34321270001237,39.574741635484074,871.0406,1007.3737850000001,1067.482313,0.0,ee1f4b6eabfc1a35d79053551dc0b44bc448292f89196d52c7c10acbb5fab0f6
PASS,graph-aware-query-types-v2,neo4j-native,32,0,relation_filter,5000,6.463116300001275,773.6206139442382,38.7773,52.80285500000001,130.29549800000024,0.0,ee1f4b6eabfc1a35d79053551dc0b44bc448292f89196d52c7c10acbb5fab0f6
PASS,graph-aware-query-types-v2,neo4j-native,32,0,candidate_projection,5000,2.573638400004711,1942.7748668930521,5.25265,15.08314,25.982151000000023,0.0,ee1f4b6eabfc1a35d79053551dc0b44bc448292f89196d52c7c10acbb5fab0f6
PASS,graph-aware-query-types-v2,neo4j-native,32,0,top10_retrieval,5000,137.55144810001366,36.350035343608305,945.5446999999999,1080.09651,1136.6933660000002,0.0,ee1f4b6eabfc1a35d79053551dc0b44bc448292f89196d52c7c10acbb5fab0f6
PASS,graph-aware-query-types-v2,neo4j-native,32,1,scope_fetch,5000,127.0103876000212,39.366858841072975,878.07635,1010.60049,1070.060692,0.0,42a6efde68cec7a2eaf2a629ee861b742d65d666a7687fabade649c4ac2aee19
PASS,graph-aware-query-types-v2,neo4j-native,32,1,relation_filter,5000,6.433205600013025,777.2175041304255,38.32355,53.133135000000024,129.10377800000037,0.0,42a6efde68cec7a2eaf2a629ee861b742d65d666a7687fabade649c4ac2aee19
PASS,graph-aware-query-types-v2,neo4j-native,32,1,candidate_projection,5000,2.41212560000713,2072.8605508706596,9.94695,21.279835000000006,63.99954700000026,0.0,42a6efde68cec7a2eaf2a629ee861b742d65d666a7687fabade649c4ac2aee19
PASS,graph-aware-query-types-v2,neo4j-native,32,1,top10_retrieval,5000,138.30035940001835,36.15319599812505,943.66305,1110.41946,1204.001406,0.0,42a6efde68cec7a2eaf2a629ee861b742d65d666a7687fabade649c4ac2aee19
PASS,graph-aware-query-types-v2,neo4j-native,32,2,scope_fetch,5000,127.5145148000156,39.21122240743834,877.1101,1016.1356400000001,1074.237608,0.0,796e1715f08d38853a22b72db3a8bfdf61c538cd41efba19f23792c9ca446fe4
PASS,graph-aware-query-types-v2,neo4j-native,32,2,relation_filter,5000,6.325071100000059,790.5049478416066,37.965,52.13516500000001,131.4777560000001,0.0,796e1715f08d38853a22b72db3a8bfdf61c538cd41efba19f23792c9ca446fe4
PASS,graph-aware-query-types-v2,neo4j-native,32,2,candidate_projection,5000,2.7626668000011705,1809.8454724970386,16.53255,25.249525000000002,73.45638000000008,0.0,796e1715f08d38853a22b72db3a8bfdf61c538cd41efba19f23792c9ca446fe4
