run_id,system,graph_id,write_graph_id,clients,hop,fanout,cycle_policy,target_write_ratio,actual_write_ratio,repeat,mode,cold_mode,warmup_seconds,measurement_seconds,completed_reads,completed_writes,read_QPS,write_QPS,total_ops_QPS,read_mean_ms,read_p50_ms,read_p95_ms,read_p99_ms,write_mean_ms,write_p50_ms,write_p95_ms,write_p99_ms,read_error_count,write_error_count,total_error_rate,cache_enabled,cache_hit_rate,effective_latency_ms,frontier_workers,relation_index_enabled,backend_state,read_hash_spotcheck_passed,write_validation_passed,logical_writes_validated,physical_writes_per_logical_write
20260708,neo4j,c3_scale_1M_seed42,sysaxis1m_write_sink_neo4j_w0_r1_cold_20260708,32,2,20,path,0,0.0,1,cold,process_cold,0,45.0,69828,0,1551.733,,1551.733,9191.144,16.211,32.572,50.619,,,,,0,0,0.0,False,,,0,False,process_cold,False,,,1
20260708,cassandra,c3_scale_1M_seed42,sysaxis1m_write_sink_cassandra_w0_r1_cold_20260708,32,2,20,path,0,0.0,1,cold,process_cold,0,45.0,20299,0,451.089,,451.089,70.967,60.856,136.611,206.789,,,,,0,0,0.0,False,,,16,False,process_cold,True,,,4
20260708,neo4j,c3_scale_1M_seed42,sysaxis1m_write_sink_neo4j_w0_r2_cold_20260708,32,2,20,path,0,0.0,2,cold,process_cold,0,45.0,91100,0,2024.444,,2024.444,15.81,14.434,27.65,40.08,,,,,0,0,0.0,False,,,0,False,process_cold,False,,,1
20260708,cassandra,c3_scale_1M_seed42,sysaxis1m_write_sink_cassandra_w0_r2_cold_20260708,32,2,20,path,0,0.0,2,cold,process_cold,0,45.0,25919,0,575.978,,575.978,55.613,49.358,95.166,119.972,,,,,0,0,0.0,False,,,16,False,process_cold,True,,,4
20260708,cassandra,c3_scale_1M_seed42,sysaxis1m_write_sink_cassandra_w0_r3_cold_20260708,32,2,20,path,0,0.0,3,cold,process_cold,0,45.0,28589,0,635.311,,635.311,50.407,45.059,85.329,101.718,,,,,0,0,0.0,False,,,16,False,process_cold,True,,,4
20260708,neo4j,c3_scale_1M_seed42,sysaxis1m_write_sink_neo4j_w0_r3_cold_20260708,32,2,20,path,0,0.0,3,cold,process_cold,0,45.0,86122,0,1913.822,,1913.822,16.744,15.54,30.145,42.816,,,,,0,0,0.0,False,,,0,False,process_cold,False,,,1
20260708,neo4j,c3_scale_1M_seed42,sysaxis1m_write_sink_neo4j_w0_r4_cold_20260708,32,2,20,path,0,0.0,4,cold,process_cold,0,45.0,93315,0,2073.667,,2073.667,15.452,14.243,27.763,38.626,,,,,0,0,0.0,False,,,0,False,process_cold,False,,,1
20260708,cassandra,c3_scale_1M_seed42,sysaxis1m_write_sink_cassandra_w0_r4_cold_20260708,32,2,20,path,0,0.0,4,cold,process_cold,0,45.0,20715,0,460.333,,460.333,69.572,63.115,121.286,152.435,,,,,0,0,0.0,False,,,16,False,process_cold,True,,,4
20260708,neo4j,c3_scale_1M_seed42,sysaxis1m_write_sink_neo4j_w0_r5_cold_20260708,32,2,20,path,0,0.0,5,cold,process_cold,0,45.0,84601,0,1880.022,,1880.022,17.04,15.771,30.838,43.949,,,,,0,0,0.0,False,,,0,False,process_cold,False,,,1
20260708,cassandra,c3_scale_1M_seed42,sysaxis1m_write_sink_cassandra_w0_r5_cold_20260708,32,2,20,path,0,0.0,5,cold,process_cold,0,45.0,21802,0,484.489,,484.489,66.192,60.635,111.784,145.14,,,,,0,0,0.0,False,,,16,False,process_cold,True,,,4
20260708,neo4j,c3_scale_1M_seed42,sysaxis1m_write_sink_neo4j_w10_r1_cold_20260708,32,2,20,path,10,10.0,1,cold,process_cold,0,45.0,73811,8199,1640.244,182.2,1822.444,17.312,16.034,31.164,42.39,20.051,16.188,32.792,64.005,0,0,0.0,False,,,0,False,process_cold,False,True,20/20,1
20260708,cassandra,c3_scale_1M_seed42,sysaxis1m_write_sink_cassandra_w10_r1_cold_20260708,32,2,20,path,10,10.0,1,cold,process_cold,0,45.0,21527,2390,478.378,53.111,531.489,62.893,55.49,112.405,140.518,36.755,33.188,71.805,91.279,0,0,0.0,False,,,16,False,process_cold,True,True,20/20,4
20260708,neo4j,c3_scale_1M_seed42,sysaxis1m_write_sink_neo4j_w10_r2_cold_20260708,32,2,20,path,10,10.0,2,cold,process_cold,0,45.0,27483,3054,610.733,67.867,678.6,50.737,24.878,125.717,529.115,15.948,14.647,28.046,41.118,0,0,0.0,False,,,0,False,process_cold,True,True,20/20,1
20260708,cassandra,c3_scale_1M_seed42,sysaxis1m_write_sink_cassandra_w10_r2_cold_20260708,32,2,20,path,10,10.0,2,cold,process_cold,0,45.0,19973,2219,443.844,49.311,493.156,67.785,60.607,121.804,157.428,39.131,34.659,78.134,111.999,0,0,0.0,False,,,16,False,process_cold,True,True,20/20,4
