op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r0_measured_00015,neo4j-materialized,8,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,2.7943,4.858,87.8909,137.6973,257.9356,3.2985,0.9645,0.3753,400.352,1,1,681
r0_measured_00024,neo4j-materialized,8,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,2.893,5.425,26.1242,60.2863,183.6511,1.4598,0.2919,0.4245,,0,1,367
r0_measured_00070,neo4j-materialized,8,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,3.9692,6.8545,40.0063,95.1571,263.6572,3.6917,0.9575,0.3536,363.8896,1,1,677
r0_measured_00094,neo4j-materialized,8,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,3.5885,5.5069,35.4084,75.9909,214.2881,2.4335,0.4293,0.3601,293.5712,1,1,509
r0_measured_00097,neo4j-materialized,8,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,4.1013,5.7938,37.6021,90.1805,253.2385,3.7289,0.4659,0.3734,,0,1,688
r0_measured_00115,neo4j-materialized,8,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,5.3368,8.2755,31.7118,68.09,152.1247,0.966,0.3077,0.3842,221.9357,1,1,416
r0_measured_00132,neo4j-materialized,8,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,4.1872,6.6747,33.7059,70.0017,150.6327,1.2642,0.2819,0.3438,,0,1,418
r0_measured_00143,neo4j-materialized,8,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,4.2249,7.8815,85.9198,138.8891,244.3218,3.4228,0.6037,0.3949,387.7285,1,1,681
r0_measured_00157,neo4j-materialized,8,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,4.4555,6.8409,37.8056,89.2929,214.9245,1.4147,0.8608,0.4086,306.9767,1,1,566
r0_measured_00190,neo4j-materialized,8,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,4.1943,6.2858,41.7275,93.618,273.4123,5.7387,0.804,0.4602,374.1303,1,1,565
r0_measured_00196,neo4j-materialized,8,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,5.6243,7.8889,38.4127,102.8599,327.379,2.6194,1.0577,0.392,,0,1,686
r0_measured_00205,neo4j-materialized,8,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,5.1582,7.0744,39.2995,104.1048,285.3411,5.8165,0.654,0.4163,396.4274,1,1,674
r0_measured_00209,neo4j-materialized,8,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,2.8134,4.6753,48.002,106.6756,246.9919,1.8695,0.607,0.3967,,0,1,674
r0_measured_00241,neo4j-materialized,8,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,4.7664,7.3516,35.7369,98.0949,297.9676,1.6537,0.5064,0.4226,,0,1,680
r0_measured_00254,neo4j-materialized,8,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,4.9801,8.035,96.5905,156.5629,264.9823,2.0227,0.7337,0.396,424.7755,1,1,674
r0_measured_00281,neo4j-materialized,8,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,4.5247,6.7957,41.9532,98.6021,260.8882,2.4287,0.6983,0.3956,363.0981,1,1,681
