op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r2_measured_00050,neo4j-materialized,64,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,7.0691,16.8236,138.6835,510.6183,1838.114,40.3506,2.7184,0.3792,2392.2647,1,1,566
r2_measured_00069,neo4j-materialized,64,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,8.2895,25.5958,66.1134,504.9774,2001.797,14.2313,0.4267,0.3476,,0,1,626
r2_measured_00104,neo4j-materialized,64,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,9.8057,25.8533,96.0895,450.8978,1512.3143,21.666,1.4346,0.3654,1986.7602,1,1,508
r2_measured_00142,neo4j-materialized,64,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,14.096,24.4378,76.2305,548.8496,1963.4164,22.2453,1.9854,0.3351,2536.9007,1,1,628
r2_measured_00147,neo4j-materialized,64,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,5.4876,19.8353,82.6267,655.673,2113.1,20.2895,1.7336,0.3414,,0,1,679
r2_measured_00165,neo4j-materialized,64,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,8.3189,19.2947,94.3138,654.2144,2148.4602,17.2552,4.6754,0.5027,2825.2053,1,1,679
r2_measured_00166,neo4j-materialized,64,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,12.785,23.7713,64.3174,471.0763,1492.6972,9.5437,2.507,0.3819,1976.2713,1,1,509
r2_measured_00173,neo4j-materialized,64,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,9.5403,26.2634,77.192,608.1311,2078.6302,12.1322,0.9267,0.3542,,0,1,686
r2_measured_00182,neo4j-materialized,64,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,13.1011,29.7491,99.7579,540.9146,2003.5443,29.828,1.4339,0.3537,2576.1673,1,1,661
r2_measured_00216,neo4j-materialized,64,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,8.1181,16.2537,56.7701,494.8523,1981.1773,28.3843,1.7119,0.3289,,0,1,629
r2_measured_00237,neo4j-materialized,64,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,10.0405,21.2062,66.547,594.9348,2290.6895,41.5832,2.6158,0.4066,2930.3097,1,1,672
r2_measured_00247,neo4j-materialized,64,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,8.1994,20.4406,62.4918,545.7589,2212.7673,12.8103,0.8928,0.3939,2772.709,1,1,680
r2_measured_00270,neo4j-materialized,64,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,4.9371,25.9302,80.477,489.3293,1707.1496,25.8576,1.5978,0.3468,2224.3438,1,1,509
r2_measured_00278,neo4j-materialized,64,2,lr000013::conv-42_qa_195,lr000013::conv-42,lr000013::conv-42_session_28_D28:29,12.7445,24.8571,85.6908,528.456,1987.3133,19.0467,0.3941,0.3356,,0,1,624
r2_measured_00280,neo4j-materialized,64,2,lr000011::conv-41_qa_44,lr000011::conv-41,lr000011::conv-41_session_25_D25:2,9.6289,26.4772,80.6055,482.0142,2087.6031,17.3384,0.4282,0.3407,2587.8011,1,1,662
r2_measured_00329,neo4j-materialized,64,2,lr000008::conv-44_qa_22,lr000008::conv-44,lr000008::conv-44_session_14_D14:1,7.7838,18.2476,64.7857,576.7266,2186.9953,20.8711,0.9228,0.3626,2785.9867,1,1,674
