op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r2_measured_00050,neo4j-materialized,8,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,3.4533,4.8826,27.1125,72.2473,205.5092,7.1184,0.5385,0.3623,285.8484,1,1,566
r2_measured_00069,neo4j-materialized,8,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,3.5202,5.8176,34.4093,88.8791,271.7225,4.1773,0.5362,0.3754,,0,1,626
r2_measured_00104,neo4j-materialized,8,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,3.4611,5.2512,31.4144,78.6773,183.4572,3.5037,0.7457,0.3519,266.8033,1,1,508
r2_measured_00142,neo4j-materialized,8,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,3.6332,6.5164,32.4541,79.4382,305.0512,2.7803,0.7906,0.4291,388.5757,1,1,628
r2_measured_00147,neo4j-materialized,8,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,8.1078,11.5915,44.7466,108.849,295.4922,4.8421,0.7747,0.3827,,0,1,679
r2_measured_00165,neo4j-materialized,8,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,3.1615,5.1102,32.8902,88.7277,323.527,4.1028,0.495,0.3683,417.2954,1,1,679
r2_measured_00166,neo4j-materialized,8,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,3.7462,7.295,33.9853,82.0434,237.0884,2.8744,0.5674,0.6875,323.3624,1,1,509
r2_measured_00173,neo4j-materialized,8,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,2.5862,5.0013,37.2623,91.6714,286.8027,2.5265,0.6925,0.4095,,0,1,686
r2_measured_00182,neo4j-materialized,8,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,3.4629,5.9786,39.9264,106.0996,233.209,4.0034,0.681,0.3454,344.4165,1,1,661
r2_measured_00216,neo4j-materialized,8,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,3.5112,5.7637,27.7935,79.5408,229.9412,3.6186,0.5927,0.3332,,0,1,629
