op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,commit_ms,rawerk_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,projection_ok,candidate_count
r0_measured_00015,neo4j-materialized,64,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,5.6523,12.6396,55.1841,614.2035,1992.4605,12.3627,1.0447,0.4066,2620.5633,1,1,681
r0_measured_00024,neo4j-materialized,64,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,22.7038,33.5361,59.4318,404.7908,976.5707,3.9918,0.2962,0.3538,,0,1,367
r0_measured_00070,neo4j-materialized,64,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,9.2346,26.2935,71.895,503.5957,2100.1642,14.5487,0.8664,0.3264,2619.5731,1,1,677
r0_measured_00094,neo4j-materialized,64,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,9.103,23.8005,91.7389,495.4142,1566.3295,26.2959,0.3685,0.3515,2088.8275,1,1,509
r0_measured_00097,neo4j-materialized,64,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,21.4743,40.2717,99.4559,610.3414,2192.2823,25.8663,2.0897,0.3421,,0,1,688
r0_measured_00115,neo4j-materialized,64,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,8.3374,21.1221,61.7629,337.4073,1319.3491,8.6132,1.7898,0.4113,1667.6411,1,1,416
r0_measured_00132,neo4j-materialized,64,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,7.2379,14.8125,46.2915,352.5042,1369.3753,1.7073,0.2809,0.3195,,0,1,418
r0_measured_00143,neo4j-materialized,64,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,9.5271,14.3535,69.2462,559.1894,2295.2155,33.7256,1.4787,0.3469,2890.0394,1,1,681
r0_measured_00157,neo4j-materialized,64,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,3.7715,15.802,76.1602,511.463,2071.2723,32.786,10.5117,0.854,2627.0442,1,1,566
r0_measured_00190,neo4j-materialized,64,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,15.2651,31.6753,85.6008,472.5046,2146.2567,28.5327,2.3088,0.377,2650.0643,1,1,565
r0_measured_00196,neo4j-materialized,64,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,8.3746,19.3266,66.623,635.9589,2348.3217,19.917,0.9832,0.4177,,0,1,686
r0_measured_00205,neo4j-materialized,64,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,14.5215,27.8963,87.3304,587.8923,2413.9782,42.1778,2.2224,0.3968,3046.7458,1,1,674
r0_measured_00209,neo4j-materialized,64,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,15.2655,27.9316,547.3987,1144.897,2199.1853,11.5777,1.7394,0.3796,,0,1,674
r0_measured_00241,neo4j-materialized,64,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,8.8422,19.8145,88.4246,622.5427,2288.563,9.0557,0.5588,0.4012,,0,1,680
r0_measured_00254,neo4j-materialized,64,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,8.3339,17.5839,85.4145,590.9643,2142.5521,14.4929,1.1037,0.3861,2749.5835,1,1,674
r0_measured_00281,neo4j-materialized,64,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,8.1634,26.1907,70.6474,506.5398,2239.6231,16.9997,2.3258,0.4272,2766.0026,1,1,681
r0_measured_00296,neo4j-materialized,64,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,19.8611,31.7911,90.9717,566.6616,2085.4205,7.6043,0.4622,0.378,2660.5971,1,1,661
r0_measured_00379,neo4j-materialized,64,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,7.362,17.4669,74.5105,671.5247,2107.4777,24.5554,0.8247,0.4008,2804.8591,1,1,678
r0_measured_00380,neo4j-materialized,64,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,7.7168,36.5777,65.5608,368.8431,1243.7306,1.2249,0.284,0.3487,,0,1,366
r0_measured_00412,neo4j-materialized,64,0,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,8.4849,18.2722,77.4433,574.2354,2418.9477,34.4591,0.799,0.4875,3028.9875,1,1,673
r0_measured_00417,neo4j-materialized,64,0,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,10.7475,32.8772,80.1755,574.6401,2334.1101,10.6721,1.1798,0.3201,2920.9799,1,1,661
r0_measured_00467,neo4j-materialized,64,0,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,10.7111,17.9949,60.3946,464.8035,1762.0896,35.1377,0.3998,0.3835,2262.8864,1,1,506
r0_measured_00468,neo4j-materialized,64,0,lr000008::conv-48_qa_70,lr000008::conv-48,lr000008::conv-48_session_23_D23:22,9.5618,15.7981,66.8849,578.8446,2392.4752,33.2777,2.6837,0.4379,3007.7956,1,1,678
r0_measured_00508,neo4j-materialized,64,0,lr000007::conv-43_qa_56,lr000007::conv-43,lr000007::conv-43_session_21_D21:13,4.5076,10.757,64.3274,590.5077,2255.4714,16.0328,0.4902,0.3623,2862.9406,1,1,679
r0_measured_00547,neo4j-materialized,64,0,lr000004::conv-30_qa_75,lr000004::conv-30,lr000004::conv-30_session_15_D15:12,6.835,15.9409,59.3751,370.6928,1235.2066,3.3658,0.7041,0.3643,,0,1,367
r0_measured_00549,neo4j-materialized,64,0,lr000012::conv-50_qa_103,lr000012::conv-50,lr000012::conv-50_session_16_D16:14,9.6188,19.4427,89.1291,563.2201,1840.4971,13.4328,0.8293,0.3538,,0,1,568
r0_measured_00551,neo4j-materialized,64,0,lr000011::conv-42_qa_54,lr000011::conv-42,lr000011::conv-42_session_25_D25:1,11.7004,21.3695,68.4681,585.7414,2010.7049,39.7403,6.3858,0.4359,,0,1,627
r0_measured_00558,neo4j-materialized,64,0,lr000006::conv-47_qa_121,lr000006::conv-47,lr000006::conv-47_session_23_D23:3,11.785,24.1894,108.26,674.0078,2059.994,34.0541,1.0023,0.4101,2769.5617,1,1,686
r0_measured_00559,neo4j-materialized,64,0,lr000003::conv-44_qa_14,lr000003::conv-44,lr000003::conv-44_session_3_D3:7,5.5244,43.9997,103.5644,641.0356,2097.1682,10.2724,0.9775,0.3838,2749.9228,1,1,674
r0_measured_00591,neo4j-materialized,64,0,lr000009::conv-44_qa_84,lr000009::conv-44,lr000009::conv-44_session_13_D13:6,7.9429,17.2122,85.8652,605.3421,2198.2146,24.954,4.491,0.3659,2833.4434,1,1,674
r0_measured_00599,neo4j-materialized,64,0,lr000011::conv-43_qa_48,lr000011::conv-43,lr000011::conv-43_session_18_D18:2,11.8876,24.6453,87.4526,506.4839,2117.3282,19.1358,1.3574,0.3815,2644.7589,1,1,679
r0_measured_00657,neo4j-materialized,64,0,lr000011::conv-47_qa_93,lr000011::conv-47,lr000011::conv-47_session_12_D12:5,10.4987,19.4493,66.1819,596.5881,2471.0324,32.4624,2.4645,0.446,3103.0894,1,1,686
r0_measured_00664,neo4j-materialized,64,0,lr000008::conv-48_qa_177,lr000008::conv-48,lr000008::conv-48_session_27_D27:9,9.7892,19.4671,81.5409,592.2808,2271.9574,35.2425,0.485,0.3659,,0,1,679
r0_measured_00681,neo4j-materialized,64,0,lr000015::conv-47_qa_1,lr000015::conv-47,lr000015::conv-47_session_1_D1:26,5.8691,13.9322,53.6622,631.6232,2360.3852,12.6254,0.4698,0.3575,,0,1,688
r0_measured_00701,neo4j-materialized,64,0,lr000011::conv-47_qa_39,lr000011::conv-47,lr000011::conv-47_session_18_D18:1,18.6698,27.616,82.3393,576.1926,2138.5854,24.1719,1.8384,0.4108,2741.2878,1,1,687
r0_measured_00703,neo4j-materialized,64,0,lr000012::conv-44_qa_121,lr000012::conv-44,lr000012::conv-44_session_28_D28:10,9.5914,19.9773,61.1258,569.3742,2160.3181,26.6972,0.4965,0.3723,2757.336,1,1,674
r0_measured_00708,neo4j-materialized,64,0,lr000004::conv-42_qa_7,lr000004::conv-42,lr000004::conv-42_session_2_D2:3,10.2818,18.8698,66.3965,537.9771,2096.5288,23.9965,0.9865,0.3632,2659.9276,1,1,627
r0_measured_00722,neo4j-materialized,64,0,lr000005::conv-41_qa_98,lr000005::conv-41,lr000005::conv-41_session_15_D15:13,8.0787,13.3626,55.002,564.4391,2090.888,17.3137,1.0399,0.3946,2674.1526,1,1,663
r0_measured_00729,neo4j-materialized,64,0,lr000011::conv-50_qa_48,lr000011::conv-50,lr000011::conv-50_session_22_D22:1,13.3105,24.5222,59.2234,493.9185,1730.9085,11.9935,0.7705,0.3522,,0,1,566
r0_measured_00734,neo4j-materialized,64,0,lr000002::conv-43_qa_140,lr000002::conv-43,lr000002::conv-43_session_19_D19:10,7.4386,16.4105,63.1109,589.1161,2222.6541,29.6749,3.6488,0.3448,2845.5113,1,1,680
r0_measured_00737,neo4j-materialized,64,0,lr000014::conv-43_qa_159,lr000014::conv-43,lr000014::conv-43_session_26_D26:1,5.1324,19.0797,82.4308,603.0459,2161.5707,8.797,1.174,0.4605,2775.1391,1,1,680
r0_measured_00774,neo4j-materialized,64,0,lr000013::conv-41_qa_134,lr000013::conv-41,lr000013::conv-41_session_27_D27:11,7.5663,14.1472,57.4709,506.5349,2094.4131,31.1133,3.6621,0.3559,,0,1,662
r0_measured_00787,neo4j-materialized,64,0,lr000002::conv-41_qa_2,lr000002::conv-41,lr000002::conv-41_session_2_D2:28,9.4278,16.1019,61.8927,512.9834,2126.4982,14.0028,2.7013,0.6593,2656.9132,1,1,661
r0_measured_00815,neo4j-materialized,64,0,lr000004::conv-30_qa_42,lr000004::conv-30,lr000004::conv-30_session_1_D1:19,13.7182,30.6751,160.7481,434.7209,1089.7503,3.2407,0.2689,0.3388,1528.3761,1,1,368
r0_measured_00817,neo4j-materialized,64,0,lr000003::conv-49_qa_69,lr000003::conv-49,lr000003::conv-49_session_19_D19:1,13.8894,28.4228,72.4739,452.2275,1635.9063,26.3344,1.1354,0.4245,2116.1087,1,1,509
r0_measured_00862,neo4j-materialized,64,0,lr000002::conv-50_qa_107,lr000002::conv-50,lr000002::conv-50_session_17_D17:5,6.2885,19.1385,79.8811,584.3063,1820.7286,32.7227,2.5908,0.4182,2440.8391,1,1,566
r0_measured_00869,neo4j-materialized,64,0,lr000009::conv-42_qa_181,lr000009::conv-42,lr000009::conv-42_session_26_D26:18,9.8006,25.9397,77.4982,573.2314,1992.0329,30.1831,0.8145,0.3303,2596.6655,1,1,628
r0_measured_00873,neo4j-materialized,64,0,lr000001::conv-47_qa_70,lr000001::conv-47,lr000001::conv-47_session_2_D2:12,5.2135,16.1139,72.624,630.7792,2283.1907,25.7735,2.1692,0.3969,2942.3872,1,1,687
r0_measured_00893,neo4j-materialized,64,0,lr000006::conv-47_qa_92,lr000006::conv-47,lr000006::conv-47_session_11_D11:3,7.8204,23.7503,79.1463,634.4222,2204.1884,43.338,0.4924,0.3613,2882.8755,1,1,687
r0_measured_00907,neo4j-materialized,64,0,lr000011::conv-49_qa_116,lr000011::conv-49,lr000011::conv-49_session_11_D11:8,9.041,21.7313,59.2085,466.4965,1718.2919,13.0165,0.3727,0.3473,2198.5872,1,1,509
r0_measured_00914,neo4j-materialized,64,0,lr000003::conv-41_qa_6,lr000003::conv-41,lr000003::conv-41_session_4_D4:1,6.8487,16.1329,73.9768,557.5728,2212.9741,11.2015,1.2894,0.3713,2783.4819,1,1,658
r0_measured_00930,neo4j-materialized,64,0,lr000001::conv-49_qa_28,lr000001::conv-49,lr000001::conv-49_session_6_D6:4,4.5066,13.5542,60.8614,457.2221,1722.1198,39.3705,0.3418,0.3489,,0,1,507
r0_measured_00952,neo4j-materialized,64,0,lr000000::conv-49_qa_60,lr000000::conv-49,lr000000::conv-49_session_13_D13:8,13.4035,29.8276,76.8886,461.4523,1658.9987,10.0238,0.8586,0.3795,,0,1,508
r0_measured_00969,neo4j-materialized,64,0,lr000011::conv-42_qa_169,lr000011::conv-42,lr000011::conv-42_session_24_D24:4,10.8941,29.0974,94.237,603.5415,1945.1458,5.1583,0.4238,0.3795,,0,1,628
r0_measured_00975,neo4j-materialized,64,0,lr000015::conv-50_qa_28,lr000015::conv-50,lr000015::conv-50_session_5_D5:8,10.4638,22.1036,106.5042,498.9065,1722.4866,7.7871,1.0617,0.4462,2230.7641,1,1,564
r0_measured_00976,neo4j-materialized,64,0,lr000001::conv-44_qa_86,lr000001::conv-44,lr000001::conv-44_session_14_D14:4,35.7318,61.496,106.6,572.5004,2192.3435,32.7069,2.044,0.3333,2800.0024,1,1,673
r0_measured_00993,neo4j-materialized,64,0,lr000004::conv-42_qa_35,lr000004::conv-42,lr000004::conv-42_session_19_D19:9,9.111,20.0083,123.5016,555.1052,2128.485,27.8143,0.4491,0.358,2712.2901,1,1,628
