status,protocol_id,cell,concurrency,repetition,warmup_operations,measured_operations,reads,updates,warmup_seconds,measured_seconds,throughput_ops_s,latency_p50_ms,latency_p95_ms,latency_p99_ms,read_p50_ms,read_p95_ms,read_p99_ms,update_p50_ms,update_p95_ms,update_p99_ms,fresh_hit_at_10,error_rate,graph_projection_pass,relation_candidate_pass,source_sha256
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,1,0,500,5000,4750,250,10.92148979997728,108.05087849998381,46.274496509537855,16.1802,88.29106000000037,135.24228300000004,16.052300000000002,18.97496,20.64408600000001,126.8496,155.922915,208.280746,0.7,0.0,250,250,8786df4927fe970a2043c913feb86d40b23b7f38b54c76d7ff9804830b2e9e7f
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,1,1,500,5000,4750,250,10.840092799975537,107.94846789998701,46.31839707657955,16.07685,96.80071500000011,134.554541,15.953050000000001,19.136845,21.04825900000002,126.31989999999999,149.48234,210.457352,0.764,0.0,250,250,8193f3403be2e56a37509e884d7c0b5f7ef45efe872210748382316df0d6d362
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,1,2,500,5000,4750,250,10.682752900000196,108.03469659999246,46.28142770199948,16.09715,91.50750000000002,134.96939300000003,15.9919,19.118105,21.438748,127.3039,152.55345,215.62035,0.772,0.0,250,250,2969e4dcdaa5a8a0d6d329a63e3547cf0397c807c974575fe8efd982aed8b132
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,8,0,500,5000,4750,250,2.140305000008084,22.658790499990573,220.66491148334154,21.2962,118.5171500000001,255.02078300000028,20.50805,82.03383000000002,114.553866,187.9721,321.2351599999999,375.42452099999997,0.7,0.0,250,250,d2a93c05b3f58d4bbff5556d8b88719f0e9e89c27e6834bbccb8031b83008bea
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,8,1,500,5000,4750,250,2.1867779000021983,22.436159300006693,222.85454177527205,20.6511,120.89434000000003,273.13244300000036,19.94865,80.41099000000003,117.26809800000001,200.12785,348.56526999999994,378.51887899999997,0.764,0.0,250,250,6661e0c576e3d5ab9491785115b07eef4885590fb9ee6457bf4dd6e770ed1f49
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,8,2,500,5000,4750,250,2.215430300013395,22.12494300000253,225.98928277462355,20.9494,114.9971800000001,247.50102800000008,20.199550000000002,79.271625,110.636911,179.87759999999997,324.238245,355.31527199999994,0.772,0.0,250,250,15a7e490e7793328768363afb879e27139439e7750cc202db9ba8f8e6c62c149
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,16,0,500,5000,4750,250,2.192297300003702,22.41034000000218,223.11129594640303,36.397949999999994,342.3151550000003,641.8771520000001,34.8557,127.08959000000003,212.02221100000003,529.73315,725.2737549999999,933.6248049999994,0.7,0.0,250,250,23ef8fff9bff86f0e05bfc58d7cd34c827f1feccf1efcca7b36d8447be143b4c
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,16,1,500,5000,4750,250,2.2151793999946676,22.33483380000689,223.86555659073036,39.488550000000004,306.33864000000034,628.4528680000002,37.87335,122.54474,186.92975400000037,507.41965000000005,697.7776449999999,845.978714,0.764,0.0,250,250,23c1da6a036fbff0e264e0cb8d3b69894e3b729fac1c13197d2c66cc820a1a56
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,16,2,500,5000,4750,250,2.231405599974096,22.223670599982142,224.98533613092778,37.98675,317.3834250000001,624.8851850000002,36.5214,121.35936500000001,203.61217500000222,524.07035,693.53157,794.699056,0.772,0.0,250,250,dbfd4c7176ad745931f42a90ace2bf74d57c2f18dade077b6381b03df1edea94
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,32,0,500,5000,4750,250,2.1561565999872983,22.466614200006006,222.55244851263183,74.5774,723.82523,1204.113339000001,71.96459999999999,208.6381950000001,602.0113350000005,1027.3843,1488.9377549999992,1874.0801389999995,0.7,0.0,250,250,e75c86d7f4cf36c3a899b7ef9f324b291859762ad492e3e92e579decbb1136a0
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,32,1,500,5000,4750,250,2.2178668999986257,22.55795119999675,221.65133507340508,73.8806,712.8428700000002,1215.0619640000007,70.89925,228.9963100000002,599.5675800000005,1030.4063999999998,1387.0514699999999,1745.6845039999985,0.764,0.0,250,250,6657aca593e5bd2e4a877ad4abf1864e8d101f62b7279d766c9f499d6c914ac2
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,32,2,500,5000,4750,250,2.1307124000159092,22.20518709998578,225.17261293435362,74.09694999999999,692.4351950000004,1146.9189250000013,71.2543,229.27636000000004,566.0779830000002,1017.37295,1276.681935,1441.8908149999993,0.772,0.0,250,250,310422144906b84354a4acabe5bde30eb988d2df78c3531ddedbc08ede18e24e
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,64,0,500,5000,4750,250,2.0356905999942683,21.36014070000965,234.08085509463618,156.89870000000002,1063.391115000003,2120.89804,153.26,387.31241500000004,746.790409000001,1838.4112,2783.9663549999996,3089.040611,0.7,0.0,250,250,fdd0a0c274f1c37403b2d0d9dacedea8df6dde74b7e86745782055390a795dc8
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,64,1,500,5000,4750,250,2.0360504999989644,21.523623799992492,232.30288944196025,159.64425,1119.0897450000002,2060.3783630000016,155.02605,434.4260750000004,765.5347710000001,1790.3650499999999,2421.7719049999996,2791.650116,0.764,0.0,250,250,2507ccb6abfa0bcb4183cdfb346647fb26f732cc6708057a178137c6416dbdb7
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-base,64,2,500,5000,4750,250,2.0622360999986995,21.24053229999845,235.39899703927688,160.02295,962.7173500000016,2099.982496000003,156.24685,368.9167450000001,732.3132760000007,1809.1541,2472.0948349999985,2879.051863,0.772,0.0,250,250,207549cea9d21be7a3938747396bd58f64fc78567dba9d1960ff5a68e6f28049
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,1,0,500,5000,4750,250,10.032872399984626,102.67297539999709,48.698306253625354,15.88805,84.3191850000001,121.0340290000001,15.712150000000001,19.372755,21.388221000000012,110.74565000000001,165.53691499999988,185.461324,0.7,0.0,250,250,0e9802ff26b6fbb28e956f4b04de2be80d20765f16b455cdc4e79e94417bc158
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,1,1,500,5000,4750,250,10.338538600015454,103.20800660000532,48.44585381227334,16.027250000000002,83.84241000000002,116.65215500000005,15.8792,19.31846,21.306063000000005,110.51345,173.07290999999995,197.05558899999997,0.764,0.0,250,250,2bde98385f0e0a980c553b1776d1405c80ad1ee3b33849797d13099674c5066c
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,1,2,500,5000,4750,250,10.287309100007406,102.40406199998688,48.82618816429997,15.8299,83.3447600000002,118.75374700000003,15.6761,19.444734999999998,21.57611,109.97749999999999,139.93716499999982,183.261785,0.772,0.0,250,250,2c8a80e74dbb2d16d47260a328ac9ad4e8974fb650113b2005d94ceff4973a8a
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,8,0,500,5000,4750,250,2.1715884000004735,22.515909700014163,222.0652004123491,20.660800000000002,119.20849000000003,269.00933000000015,19.9162,81.395565,114.98393100000034,187.58265,344.1014799999999,368.39673699999986,0.7,0.0,250,250,28551d6bb0e9ef9ccdc3ccae6a48382ac45193a96be8b6d6978585a1b1db3bcf
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,8,1,500,5000,4750,250,2.218742099998053,22.32354359998135,223.97877727638982,20.73785,121.626275,261.4017320000004,20.007199999999997,82.65736000000011,120.9800200000002,183.33384999999998,345.54736999999994,388.493652,0.764,0.0,250,250,9b559ca1f14b58f82825d399fe46a351615fa643ff3c190955de90e33a6fdd70
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,8,2,500,5000,4750,250,2.2319665999966674,22.305732900014846,224.15762003483295,20.73375,117.40441000000001,253.3095450000004,20.11105,75.65918500000001,115.03025300000002,187.13115,322.32606499999997,345.47414999999995,0.772,0.0,250,250,4f9b97642a6ec7c690f16596ef7cc351d601da428183520bdaa99e1735efea9b
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,16,0,500,5000,4750,250,2.172920300014084,22.700829399982467,220.25626957946574,37.46535,355.7921350000001,622.49602,35.71625,122.14670500000004,254.14879800000074,539.6451999999999,716.681765,906.5858949999998,0.7,0.0,250,250,630b5019f1979c8dc3619b14cec5261ddcbecf4a894bf4abecded76960dce5be
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,16,1,500,5000,4750,250,2.1560798000136856,22.066885300009744,226.5838577589286,38.1079,327.73043500000034,607.9432170000002,36.863699999999994,120.088825,205.11482300000057,498.151,686.5846149999999,758.9306949999993,0.764,0.0,250,250,9a8164df2f968c6d8e4dab5120cd9e0379f8be7996577cbe70bf7654f6327299
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,16,2,500,5000,4750,250,2.408714899996994,22.5257544000051,221.96814860055778,39.283249999999995,342.8483450000006,608.607372,37.535,118.71726500000003,215.1328280000003,532.44995,676.9944899999999,750.6252839999999,0.772,0.0,250,250,3cdace0dd8a509bfb89811a36c6c7e8d834f35371bdb24e10df0c3094625b56b
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,32,0,500,5000,4750,250,2.1245139999955427,22.7522191000171,219.75878388039266,75.30385,720.1225750000013,1189.8764560000006,72.64484999999999,215.771015,643.1505080000013,1021.712,1451.999814999999,1800.2456599999996,0.7,0.0,250,250,117794cd5b2d060c3d69c92da95660651078aa31ce5a195e85fb912faa896038
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,32,1,500,5000,4750,250,2.137003999989247,22.437933800014434,222.83691736343314,74.02455,733.3264750000003,1172.2684150000007,71.44309999999999,223.61467500000015,651.6289110000002,1018.2950000000001,1341.183475,1898.6198479999994,0.764,0.0,250,250,9a07ca69238fe2d6a9f35b924b243ddaaf8d93e6bdbd6d85c6a6aea2c761940e
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,32,2,500,5000,4750,250,2.2257804999826476,22.705208700004732,220.21378733237356,79.53355,689.6658750000003,1144.7726170000008,76.3865,224.19562000000002,578.510801,1031.07495,1302.42963,1616.7416569999996,0.772,0.0,250,250,8297b22cdc6ae85f68b0b1cbf660b8586d04f08ad58686c6daea3ef32f05b1ae
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,64,0,500,5000,4750,250,2.1264053999911994,21.729385400016326,230.10314870646286,166.94025,1103.1216550000004,2086.7448090000025,162.6226,420.62827,856.8358680000001,1729.22145,2607.5754349999997,2895.2364549999998,0.7,0.0,250,250,260b8406c206607c9624ea31159f4d6cbe98a3f4e4336ffd3a042e3b1a9a1717
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,64,1,500,5000,4750,250,2.122586000012234,21.49828569998499,232.5766840099018,165.32330000000002,1042.1272600000011,1992.7159230000002,161.0706,420.53423000000026,802.794185,1688.92085,2492.8290049999996,2893.542939999998,0.764,0.0,250,250,ed22272960644aa696b16f794b3bd0a2043bf5efe632b4c31b98a090da2a8bb7
PASS,graph-aware-logical-event-v2-100k-95r5u,cassandra-materialized,64,2,500,5000,4750,250,2.0996198000211734,21.530009799986146,232.23398625685797,166.27839999999998,967.6475050000026,2012.9245740000006,162.33875,402.98407500000025,724.2881680000015,1727.8759,2437.3146749999996,2714.1323509999993,0.772,0.0,250,250,803ff87f883831bcb040f7dde64c316517bca79382f74bddb06fb1f6a5027833
PASS,graph-aware-logical-event-v2-100k-95r5u,neo4j-native,1,0,500,5000,4750,250,8.239483699988341,79.70792270000675,62.729021540534724,13.346,48.52188000000052,80.68415300000002,13.2624,15.71922,17.49344800000001,74.3409,86.75889999999998,91.583195,0.7,0.0,250,250,602cae501b74f0b4b7fe99b432219b7511eefc5103903e126811042922a0b3cc
