backlog_drain_ms,cell,claim_boundary,concurrency,configured_outage_seconds,duplicate_update_rate,failure_type,final_hit_at_10,missed_update_rate,outage_update_arrivals,partial_commit_replays,post_restart_pipeline_p50_ms,post_restart_pipeline_p95_ms,post_seconds,pre_failure_pipeline_p50_ms,pre_failure_pipeline_p95_ms,pre_seconds,projection_gates_passed,protocol_id,read_error_rate,read_rate_s,reads,repetition,restart_to_first_replay_ms,restart_to_first_top10_ms,status,time_to_slo_recovery_ms,timeout_rate_5000ms,total_arrival_rate_s,update_backlog_peak,update_error_rate,update_rate_s,updates,worker_downtime_ms
1336.8601,cassandra-base,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.6666666666666666,0.0,10,1,137.12405,8872.124919999998,20.0,133.36635,164.642645,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,0,1.0886,384.5695,PASS,4089.8136,0.14285714285714285,20.0,11,0.0,1.0,42,10000.839
1334.8785,cassandra-base,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,151.77814999999998,8876.232379999998,20.0,124.98115,152.61012499999998,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,1,0.9809,123.4187,PASS,4105.0428,0.14285714285714285,20.0,11,0.0,1.0,42,10000.3257
1408.3708,cassandra-base,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,165.1898,8923.368194999997,20.0,136.81535000000002,172.02046999999996,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,2,1.0713,136.4814,PASS,4124.2097,0.14285714285714285,20.0,11,0.0,1.0,42,10000.3327
990.9863,cassandra-materialized,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.6666666666666666,0.0,10,1,107.03030000000001,8805.491364999998,20.0,97.68719999999999,107.362015,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,0,0.4165,301.7475,PASS,3082.4268,0.14285714285714285,20.0,11,0.0,1.0,42,10000.1924
1075.8656,cassandra-materialized,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,115.90305000000001,8787.076819999997,20.0,95.3355,131.62468999999996,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,1,0.3861,90.1628,PASS,3109.3016,0.14285714285714285,20.0,11,0.0,1.0,42,10000.2224
1047.1805,cassandra-materialized,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,115.38955,8812.032184999998,20.0,97.104,103.940325,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,2,0.4638,109.1119,PASS,3093.4814,0.14285714285714285,20.0,11,0.0,1.0,42,10000.2773
1174.9505,neo4j-native,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.6666666666666666,0.0,10,1,109.47200000000001,8846.170769999999,20.0,97.40209999999999,125.923595,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,0,0.7012,348.0722,PASS,4079.531,0.14285714285714285,20.0,11,0.0,1.0,42,10000.6413
979.4423,neo4j-native,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,97.69115,8833.442484999998,20.0,90.7013,110.68995499999998,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,1,0.8586,91.1494,PASS,3123.5262,0.14285714285714285,20.0,11,0.0,1.0,42,10000.6705
1015.8975,neo4j-native,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,93.2328,8799.121894999997,20.0,92.7705,138.91575999999995,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,2,0.2967,98.4519,PASS,3075.3058,0.14285714285714285,20.0,11,0.0,1.0,42,10000.4811
854.8887,neo4j-materialized,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.6666666666666666,0.0,10,1,98.0959,8792.989699999998,20.0,94.3663,115.73055999999997,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,0,1.4524,275.2827,PASS,3080.7936,0.14285714285714285,20.0,11,0.0,1.0,42,10000.5565
873.7408,neo4j-materialized,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,98.4136,8756.097419999998,20.0,90.22495,101.747895,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,1,0.9104,84.199,PASS,3085.6458,0.14285714285714285,20.0,11,0.0,1.0,42,10000.7475
880.8442,neo4j-materialized,application-pipeline recovery; database remained online,32,10.0,0.0,update-materializer-worker-crash-after-raw-commit,0.7142857142857143,0.0,10,1,99.4853,8756.188369999998,20.0,89.20765,109.49747499999998,12.0,42,graph-aware-100k-controlled-recovery-v2,0.0,19.0,798,2,0.7785,88.3656,PASS,3073.2807,0.14285714285714285,20.0,11,0.0,1.0,42,10000.3221
