sequence,update_id,memory_id,version,operation,backend,phase,event_generated_at,backend_committed_at,first_searchable_at,update_to_searchable_ms,queue_wait_ms,backend_commit_ms,visibility_probe_ms,status
2,p53b_evt_000002,p53b_000002,2,insert_memory,cassandra,baseline,21.228,62.091,69.367,48.14,0,40.863,7.276,ok
4,p53b_evt_000004,p53b_000004,4,insert_memory,cassandra,baseline,41.177,61.584,69.415,28.238,0,20.407,7.831,ok
3,p53b_evt_000003,p53b_000003,3,update_relation,cassandra,baseline,31.988,61.755,69.445,37.456,0,29.767,7.69,ok
5,p53b_evt_000005,p53b_000005,5,update_relation,cassandra,baseline,50.826,65.734,73.023,22.197,0,14.908,7.289,ok
6,p53b_evt_000006,p53b_000006,6,insert_memory,cassandra,baseline,60.654,69.579,73.958,13.303,0,8.924,4.379,ok
0,p53b_evt_000000,p53b_000000,0,insert_memory,cassandra,baseline,1.344,61.63,82.417,81.072,0,60.286,20.786,ok
1,p53b_evt_000001,p53b_000001,1,update_relation,cassandra,baseline,20.191,61.946,85.164,64.973,0,41.755,23.218,ok
7,p53b_evt_000007,p53b_000007,7,update_relation,cassandra,baseline,70.637,86.646,90.403,19.766,0,16.009,3.757,ok
8,p53b_evt_000008,p53b_000008,8,insert_memory,cassandra,baseline,80.84,91.284,94.422,13.582,0,10.444,3.139,ok
9,p53b_evt_000009,p53b_000009,9,insert_memory,cassandra,baseline,90.778,99.121,107.279,16.502,0,8.343,8.159,ok
10,p53b_evt_000010,p53b_000010,10,insert_memory,cassandra,baseline,100.87,113.276,117.084,16.214,0,12.406,3.808,ok
11,p53b_evt_000011,p53b_000011,11,insert_memory,cassandra,baseline,110.746,117.909,127.692,16.946,0,7.163,9.783,ok
12,p53b_evt_000012,p53b_000012,12,insert_memory,cassandra,baseline,120.96,133.896,138.054,17.094,0,12.936,4.158,ok
13,p53b_evt_000013,p53b_000013,13,insert_memory,cassandra,baseline,130.639,138.147,145.029,14.391,0,7.509,6.882,ok
14,p53b_evt_000014,p53b_000014,14,insert_memory,cassandra,baseline,140.746,155.929,168.371,27.626,0,15.183,12.442,ok
16,p53b_evt_000016,p53b_000016,16,replace_relation,cassandra,baseline,160.639,171.933,176.183,15.544,0,11.293,4.25,ok
15,p53b_evt_000015,p53b_000015,15,insert_memory,cassandra,baseline,150.448,172.334,192.771,42.322,0,21.886,20.436,ok
17,p53b_evt_000017,p53b_000017,17,insert_memory,cassandra,baseline,170.536,184.184,193.088,22.553,0,13.649,8.904,ok
18,p53b_evt_000018,p53b_000018,18,insert_memory,cassandra,baseline,180.856,198.803,206.555,25.699,0,17.947,7.752,ok
19,p53b_evt_000019,p53b_000019,19,insert_memory,cassandra,baseline,190.794,212.424,215.705,24.911,0,21.63,3.281,ok
20,p53b_evt_000020,p53b_000020,20,update_relation,cassandra,baseline,200.725,215.91,222.501,21.776,0,15.185,6.591,ok
21,p53b_evt_000021,p53b_000021,21,insert_memory,cassandra,baseline,210.522,221.582,236.718,26.195,0,11.06,15.136,ok
22,p53b_evt_000022,p53b_000022,22,insert_memory,cassandra,baseline,220.513,237.061,242.722,22.209,0,16.549,5.66,ok
23,p53b_evt_000023,p53b_000023,23,update_relation,cassandra,baseline,230.798,242.37,250.306,19.507,0,11.572,7.935,ok
24,p53b_evt_000024,p53b_000024,24,insert_memory,cassandra,baseline,240.913,250.063,270.2,29.287,0,9.15,20.138,ok
25,p53b_evt_000025,p53b_000025,25,insert_memory,cassandra,baseline,250.855,267.798,275.488,24.633,0,16.943,7.691,ok
26,p53b_evt_000026,p53b_000026,26,update_relation,cassandra,baseline,260.789,279.393,283.565,22.776,0,18.603,4.172,ok
28,p53b_evt_000028,p53b_000028,28,update_relation,cassandra,baseline,280.897,286.665,290.58,9.683,0,5.767,3.916,ok
27,p53b_evt_000027,p53b_000027,27,update_relation,cassandra,baseline,270.981,286.769,292.417,21.436,0,15.788,5.648,ok
30,p53b_evt_000030,p53b_000030,30,replace_relation,cassandra,baseline,300.976,313.169,317.295,16.319,0,12.194,4.126,ok
29,p53b_evt_000029,p53b_000029,29,insert_memory,cassandra,baseline,290.777,304.375,321.942,31.166,0,13.599,17.567,ok
31,p53b_evt_000031,p53b_000031,31,insert_memory,cassandra,baseline,310.584,323.376,328.731,18.147,0,12.792,5.355,ok
32,p53b_evt_000032,p53b_000032,32,replace_relation,cassandra,baseline,320.946,337.039,348.181,27.235,0,16.092,11.142,ok
33,p53b_evt_000033,p53b_000033,33,update_relation,cassandra,baseline,330.69,349.907,352.723,22.033,0,19.217,2.816,ok
34,p53b_evt_000034,p53b_000034,34,insert_memory,cassandra,baseline,340.803,362.45,366.849,26.047,0,21.647,4.4,ok
35,p53b_evt_000035,p53b_000035,35,insert_memory,cassandra,baseline,351.253,362.718,382.663,31.409,0,11.464,19.945,ok
36,p53b_evt_000036,p53b_000036,36,update_relation,cassandra,baseline,360.679,367.835,383.017,22.338,0,7.156,15.182,ok
37,p53b_evt_000037,p53b_000037,37,update_relation,cassandra,baseline,371.021,401.87,416.363,45.343,0,30.849,14.493,ok
38,p53b_evt_000038,p53b_000038,38,update_relation,cassandra,baseline,380.916,401.825,416.794,35.878,0,20.909,14.969,ok
39,p53b_evt_000039,p53b_000039,39,update_relation,cassandra,baseline,390.78,416.754,423.106,32.325,0,25.974,6.351,ok
41,p53b_evt_000041,p53b_000041,41,insert_memory,cassandra,baseline,410.671,427.521,430.785,20.113,0,16.85,3.264,ok
40,p53b_evt_000040,p53b_000040,40,update_relation,cassandra,baseline,400.843,423.23,437.158,36.314,0,22.387,13.927,ok
42,p53b_evt_000042,p53b_000042,42,insert_memory,cassandra,baseline,421.075,430.544,437.215,16.14,0,9.469,6.671,ok
43,p53b_evt_000043,p53b_000043,43,update_relation,cassandra,baseline,431.017,447.07,458.735,27.718,0,16.053,11.665,ok
44,p53b_evt_000044,p53b_000044,44,update_relation,cassandra,baseline,440.592,460.507,464.863,24.271,0,19.915,4.356,ok
45,p53b_evt_000045,p53b_000045,45,insert_memory,cassandra,baseline,450.514,463.748,471.955,21.441,0,13.234,8.207,ok
46,p53b_evt_000046,p53b_000046,46,insert_memory,cassandra,baseline,460.802,473.291,476.914,16.111,0,12.489,3.623,ok
47,p53b_evt_000047,p53b_000047,47,replace_relation,cassandra,baseline,470.715,487.697,492.691,21.976,0,16.982,4.994,ok
48,p53b_evt_000048,p53b_000048,48,update_relation,cassandra,baseline,480.837,492.029,503.981,23.144,0,11.192,11.952,ok
49,p53b_evt_000049,p53b_000049,49,insert_memory,cassandra,baseline,490.662,499.657,505.797,15.135,0,8.994,6.14,ok
50,p53b_evt_000050,p53b_000050,50,update_relation,cassandra,baseline,500.537,516.931,530.009,29.472,0,16.393,13.079,ok
51,p53b_evt_000051,p53b_000051,51,update_relation,cassandra,baseline,515.832,526.48,532.3,16.467,0,10.647,5.82,ok
52,p53b_evt_000052,p53b_000052,52,replace_relation,cassandra,baseline,531.478,546.397,551.651,20.173,0,14.92,5.254,ok
53,p53b_evt_000053,p53b_000053,53,insert_memory,cassandra,baseline,544.612,552.724,561.382,16.77,0,8.112,8.658,ok
54,p53b_evt_000054,p53b_000054,54,insert_memory,cassandra,baseline,559.957,577.154,580.567,20.61,0,17.197,3.413,ok
56,p53b_evt_000056,p53b_000056,56,insert_memory,cassandra,baseline,574.451,580.299,582.805,8.354,0,5.847,2.507,ok
57,p53b_evt_000057,p53b_000057,57,update_relation,cassandra,baseline,574.722,581.547,584.657,9.935,0,6.825,3.109,ok
55,p53b_evt_000055,p53b_000055,55,insert_memory,cassandra,baseline,574.156,582.843,594.24,20.084,0,8.687,11.397,ok
58,p53b_evt_000058,p53b_000058,58,insert_memory,cassandra,baseline,581.09,585.562,597.519,16.429,0,4.472,11.957,ok
59,p53b_evt_000059,p53b_000059,59,insert_memory,cassandra,baseline,590.555,614.13,616.223,25.669,0,23.575,2.094,ok
60,p53b_evt_000060,p53b_000060,60,replace_relation,cassandra,baseline,600.66,616.329,623.649,22.989,0,15.669,7.32,ok
61,p53b_evt_000061,p53b_000061,61,replace_relation,cassandra,baseline,611.183,617.038,631.638,20.455,0,5.855,14.6,ok
62,p53b_evt_000062,p53b_000062,62,insert_memory,cassandra,baseline,620.901,641.755,647.048,26.147,0,20.854,5.293,ok
63,p53b_evt_000063,p53b_000063,63,update_relation,cassandra,baseline,630.681,646.752,653.88,23.199,0,16.071,7.127,ok
64,p53b_evt_000064,p53b_000064,64,insert_memory,cassandra,baseline,641.047,650.333,658.879,17.832,0,9.286,8.546,ok
65,p53b_evt_000065,p53b_000065,65,insert_memory,cassandra,baseline,650.98,665.659,673.655,22.676,0,14.679,7.996,ok
66,p53b_evt_000066,p53b_000066,66,insert_memory,cassandra,baseline,660.628,674.755,683.832,23.204,0,14.128,9.077,ok
67,p53b_evt_000067,p53b_000067,67,insert_memory,cassandra,baseline,670.909,682.403,684.852,13.943,0,11.494,2.449,ok
68,p53b_evt_000068,p53b_000068,68,update_relation,cassandra,baseline,680.784,692.893,702.186,21.402,0,12.109,9.293,ok
69,p53b_evt_000069,p53b_000069,69,insert_memory,cassandra,baseline,690.755,703.252,706.612,15.856,0,12.497,3.359,ok
70,p53b_evt_000070,p53b_000070,70,insert_memory,cassandra,baseline,700.804,715.515,720.315,19.511,0,14.711,4.8,ok
71,p53b_evt_000071,p53b_000071,71,insert_memory,cassandra,baseline,710.501,717.771,725.949,15.448,0,7.27,8.178,ok
72,p53b_evt_000072,p53b_000072,72,update_relation,cassandra,baseline,720.859,735.021,737.136,16.277,0,14.162,2.115,ok
73,p53b_evt_000073,p53b_000073,73,insert_memory,cassandra,baseline,730.711,737.243,743.172,12.461,0,6.532,5.929,ok
74,p53b_evt_000074,p53b_000074,74,insert_memory,cassandra,baseline,740.721,760.23,766.64,25.919,0,19.508,6.41,ok
75,p53b_evt_000075,p53b_000075,75,update_relation,cassandra,baseline,750.587,767.802,774.048,23.46,0,17.215,6.245,ok
76,p53b_evt_000076,p53b_000076,76,insert_memory,cassandra,baseline,761.028,769.636,776.095,15.067,0,8.608,6.459,ok
77,p53b_evt_000077,p53b_000077,77,insert_memory,cassandra,baseline,770.812,782.188,790.555,19.742,0,11.375,8.367,ok
78,p53b_evt_000078,p53b_000078,78,update_relation,cassandra,baseline,780.639,798.399,809.256,28.617,0,17.759,10.857,ok
79,p53b_evt_000079,p53b_000079,79,update_relation,cassandra,baseline,790.969,810.13,816.469,25.5,0,19.161,6.339,ok
80,p53b_evt_000080,p53b_000080,80,replace_relation,cassandra,baseline,800.45,816.163,820.177,19.727,0,15.713,4.014,ok
81,p53b_evt_000081,p53b_000081,81,insert_memory,cassandra,baseline,811.039,819.862,830.893,19.854,0,8.823,11.031,ok
82,p53b_evt_000082,p53b_000082,82,replace_relation,cassandra,baseline,820.906,834.923,841.089,20.182,0,14.017,6.166,ok
83,p53b_evt_000083,p53b_000083,83,insert_memory,cassandra,baseline,831.094,840.383,853.654,22.559,0,9.289,13.271,ok
84,p53b_evt_000084,p53b_000084,84,replace_relation,cassandra,baseline,841.119,858.401,863.898,22.779,0,17.283,5.496,ok
85,p53b_evt_000085,p53b_000085,85,insert_memory,cassandra,baseline,851.176,862.598,866.239,15.064,0,11.422,3.641,ok
86,p53b_evt_000086,p53b_000086,86,replace_relation,cassandra,baseline,860.781,873.925,881.312,20.531,0,13.143,7.388,ok
87,p53b_evt_000087,p53b_000087,87,insert_memory,cassandra,baseline,870.565,881.764,888.718,18.153,0,11.2,6.954,ok
88,p53b_evt_000088,p53b_000088,88,insert_memory,cassandra,baseline,881.334,890.671,899.263,17.929,0,9.337,8.592,ok
89,p53b_evt_000089,p53b_000089,89,insert_memory,cassandra,baseline,890.483,906.847,916.242,25.759,0,16.363,9.396,ok
91,p53b_evt_000091,p53b_000091,91,update_relation,cassandra,baseline,910.434,920.013,931.065,20.632,0,9.579,11.052,ok
90,p53b_evt_000090,p53b_000090,90,update_relation,cassandra,baseline,900.79,919.916,931.401,30.611,0,19.126,11.485,ok
92,p53b_evt_000092,p53b_000092,92,insert_memory,cassandra,baseline,920.937,941.411,951.789,30.852,0,20.474,10.378,ok
94,p53b_evt_000094,p53b_000094,94,update_relation,cassandra,baseline,940.978,951.895,964.256,23.278,0,10.917,12.362,ok
93,p53b_evt_000093,p53b_000093,93,insert_memory,cassandra,baseline,931.564,951.928,964.55,32.987,0,20.364,12.622,ok
95,p53b_evt_000095,p53b_000095,95,insert_memory,cassandra,baseline,952.136,968.283,976.394,24.258,0,16.146,8.111,ok
96,p53b_evt_000096,p53b_000096,96,replace_relation,cassandra,baseline,961.001,976.173,987.227,26.226,0,15.172,11.054,ok
97,p53b_evt_000097,p53b_000097,97,insert_memory,cassandra,baseline,970.87,988.449,992.44,21.57,0,17.579,3.991,ok
98,p53b_evt_000098,p53b_000098,98,insert_memory,cassandra,baseline,980.505,992.192,996.233,15.729,0,11.688,4.041,ok
99,p53b_evt_000099,p53b_000099,99,insert_memory,cassandra,baseline,990.594,1003.234,1013.674,23.08,0,12.64,10.44,ok
100,p53b_evt_000100,p53b_000100,100,insert_memory,cassandra,baseline,1001.009,1016.461,1023.956,22.948,0,15.453,7.495,ok
101,p53b_evt_000101,p53b_000101,101,insert_memory,cassandra,baseline,1010.66,1016.571,1024.303,13.643,0,5.91,7.732,ok
102,p53b_evt_000102,p53b_000102,102,insert_memory,cassandra,baseline,1020.621,1032.783,1036.737,16.116,0,12.162,3.954,ok
103,p53b_evt_000103,p53b_000103,103,replace_relation,cassandra,baseline,1030.528,1034.467,1037.865,7.337,0,3.939,3.398,ok
104,p53b_evt_000104,p53b_000104,104,insert_memory,cassandra,baseline,1040.763,1058.439,1061.727,20.964,0,17.676,3.288,ok
105,p53b_evt_000105,p53b_000105,105,update_relation,cassandra,baseline,1050.935,1060.591,1063.087,12.153,0,9.656,2.496,ok
106,p53b_evt_000106,p53b_000106,106,insert_memory,cassandra,baseline,1061.174,1075.187,1083.798,22.624,0,14.013,8.611,ok
108,p53b_evt_000108,p53b_000108,108,insert_memory,cassandra,baseline,1080.512,1086.151,1094.205,13.693,0,5.639,8.054,ok
107,p53b_evt_000107,p53b_000107,107,insert_memory,cassandra,baseline,1070.84,1086.292,1096.689,25.849,0,15.452,10.397,ok
109,p53b_evt_000109,p53b_000109,109,update_relation,cassandra,baseline,1090.656,1099.307,1114.85,24.194,0,8.651,15.542,ok
110,p53b_evt_000110,p53b_000110,110,replace_relation,cassandra,baseline,1100.825,1115.564,1120.996,20.172,0,14.74,5.432,ok
111,p53b_evt_000111,p53b_000111,111,insert_memory,cassandra,baseline,1110.916,1120.787,1134.663,23.747,0,9.871,13.876,ok
112,p53b_evt_000112,p53b_000112,112,insert_memory,cassandra,baseline,1121.174,1134.913,1137.805,16.631,0,13.739,2.891,ok
113,p53b_evt_000113,p53b_000113,113,insert_memory,cassandra,baseline,1130.919,1137.557,1142.141,11.223,0,6.638,4.585,ok
114,p53b_evt_000114,p53b_000114,114,update_relation,cassandra,baseline,1141.023,1151.953,1159.707,18.684,0,10.93,7.754,ok
115,p53b_evt_000115,p53b_000115,115,update_relation,cassandra,baseline,1150.516,1164.868,1186.124,35.608,0,14.352,21.256,ok
116,p53b_evt_000116,p53b_000116,116,insert_memory,cassandra,baseline,1160.71,1184.435,1188.378,27.668,0,23.725,3.943,ok
117,p53b_evt_000117,p53b_000117,117,replace_relation,cassandra,baseline,1170.857,1185.723,1188.94,18.083,0,14.866,3.217,ok
118,p53b_evt_000118,p53b_000118,118,insert_memory,cassandra,baseline,1180.887,1188.905,1200.079,19.192,0,8.018,11.174,ok
119,p53b_evt_000119,p53b_000119,119,insert_memory,cassandra,baseline,1190.718,1201.948,1209.197,18.479,0,11.23,7.249,ok
120,p53b_evt_000120,p53b_000120,120,update_relation,cassandra,baseline,1200.88,1215.019,1239.552,38.672,0,14.139,24.533,ok
121,p53b_evt_000121,p53b_000121,121,update_relation,cassandra,baseline,1210.796,1250.264,1254.254,43.458,0,39.467,3.99,ok
122,p53b_evt_000122,p53b_000122,122,insert_memory,cassandra,baseline,1220.882,1253.895,1266.661,45.779,0,33.012,12.767,ok
123,p53b_evt_000123,p53b_000123,123,insert_memory,cassandra,baseline,1230.792,1262.002,1270.466,39.673,0,31.21,8.463,ok
124,p53b_evt_000124,p53b_000124,124,insert_memory,cassandra,baseline,1240.782,1262.047,1270.876,30.095,0,21.265,8.829,ok
125,p53b_evt_000125,p53b_000125,125,insert_memory,cassandra,baseline,1250.701,1266.369,1277.12,26.419,0,15.668,10.751,ok
126,p53b_evt_000126,p53b_000126,126,update_relation,cassandra,baseline,1261.332,1272.2,1278.275,16.943,0,10.868,6.075,ok
127,p53b_evt_000127,p53b_000127,127,update_relation,cassandra,baseline,1271.068,1281.635,1284.024,12.955,0,10.567,2.389,ok
128,p53b_evt_000128,p53b_000128,128,replace_relation,cassandra,baseline,1280.441,1283.792,1293.623,13.182,0,3.351,9.83,ok
129,p53b_evt_000129,p53b_000129,129,replace_relation,cassandra,baseline,1290.864,1308.9,1317.396,26.532,0,18.036,8.496,ok
130,p53b_evt_000130,p53b_000130,130,update_relation,cassandra,baseline,1301.74,1317.481,1323.209,21.47,0,15.741,5.729,ok
131,p53b_evt_000131,p53b_000131,131,insert_memory,cassandra,baseline,1310.782,1323.292,1334.181,23.399,0,12.51,10.889,ok
132,p53b_evt_000132,p53b_000132,132,insert_memory,cassandra,baseline,1320.861,1338.657,1350.378,29.517,0,17.797,11.72,ok
134,p53b_evt_000134,p53b_000134,134,update_relation,cassandra,baseline,1340.671,1356.105,1368.748,28.077,0,15.434,12.644,ok
133,p53b_evt_000133,p53b_000133,133,insert_memory,cassandra,baseline,1330.723,1355.946,1368.994,38.271,0,25.222,13.048,ok
135,p53b_evt_000135,p53b_000135,135,insert_memory,cassandra,baseline,1352.106,1369.022,1382.395,30.289,0,16.916,13.373,ok
136,p53b_evt_000136,p53b_000136,136,insert_memory,cassandra,baseline,1360.554,1382.559,1387.816,27.262,0,22.005,5.257,ok
137,p53b_evt_000137,p53b_000137,137,insert_memory,cassandra,baseline,1370.814,1399.064,1402.595,31.782,0,28.25,3.532,ok
138,p53b_evt_000138,p53b_000138,138,insert_memory,cassandra,baseline,1380.869,1398.929,1402.632,21.763,0,18.06,3.703,ok
139,p53b_evt_000139,p53b_000139,139,update_relation,cassandra,baseline,1390.791,1404.07,1410.255,19.464,0,13.279,6.185,ok
140,p53b_evt_000140,p53b_000140,140,insert_memory,cassandra,baseline,1400.636,1416.082,1427.932,27.296,0,15.446,11.85,ok
141,p53b_evt_000141,p53b_000141,141,insert_memory,cassandra,baseline,1410.743,1428.858,1431.744,21.001,0,18.115,2.886,ok
142,p53b_evt_000142,p53b_000142,142,insert_memory,cassandra,baseline,1420.769,1431.466,1434.823,14.054,0,10.698,3.356,ok
143,p53b_evt_000143,p53b_000143,143,insert_memory,cassandra,baseline,1430.534,1445.99,1450.54,20.007,0,15.457,4.55,ok
144,p53b_evt_000144,p53b_000144,144,insert_memory,cassandra,baseline,1440.823,1453.251,1458.599,17.776,0,12.427,5.349,ok
145,p53b_evt_000145,p53b_000145,145,update_relation,cassandra,baseline,1450.726,1459.57,1466.514,15.788,0,8.844,6.943,ok
146,p53b_evt_000146,p53b_000146,146,update_relation,cassandra,baseline,1460.447,1473.902,1483.967,23.519,0,13.455,10.065,ok
147,p53b_evt_000147,p53b_000147,147,insert_memory,cassandra,baseline,1470.799,1483.922,1491.699,20.9,0,13.123,7.777,ok
148,p53b_evt_000148,p53b_000148,148,insert_memory,cassandra,baseline,1480.505,1493.571,1497.666,17.161,0,13.065,4.096,ok
149,p53b_evt_000149,p53b_000149,149,insert_memory,cassandra,baseline,1490.925,1495.404,1500.181,9.256,0,4.48,4.777,ok
151,p53b_evt_000151,p53b_000151,151,replace_relation,cassandra,baseline,1512.395,1515.815,1524.986,12.591,0,3.42,9.17,ok
150,p53b_evt_000150,p53b_000150,150,insert_memory,cassandra,baseline,1500.887,1515.956,1525.192,24.305,0,15.069,9.236,ok
152,p53b_evt_000152,p53b_000152,152,insert_memory,cassandra,baseline,1520.856,1534.854,1538.366,17.51,0,13.999,3.512,ok
153,p53b_evt_000153,p53b_000153,153,update_relation,cassandra,baseline,1530.949,1536.971,1540.967,10.018,0,6.021,3.996,ok
154,p53b_evt_000154,p53b_000154,154,insert_memory,cassandra,baseline,1540.577,1553.305,1563.657,23.08,0,12.729,10.352,ok
156,p53b_evt_000156,p53b_000156,156,insert_memory,cassandra,baseline,1560.639,1565.444,1574.907,14.268,0,4.805,9.463,ok
155,p53b_evt_000155,p53b_000155,155,insert_memory,cassandra,baseline,1550.808,1565.31,1576.501,25.694,0,14.503,11.191,ok
157,p53b_evt_000157,p53b_000157,157,insert_memory,cassandra,baseline,1570.796,1581.974,1592.789,21.993,0,11.178,10.815,ok
158,p53b_evt_000158,p53b_000158,158,insert_memory,cassandra,baseline,1580.771,1593.768,1597.757,16.986,0,12.997,3.989,ok
159,p53b_evt_000159,p53b_000159,159,insert_memory,cassandra,baseline,1590.751,1595.851,1598.794,8.043,0,5.1,2.943,ok
160,p53b_evt_000160,p53b_000160,160,insert_memory,cassandra,baseline,1600.821,1613.788,1615.87,15.049,0,12.967,2.082,ok
161,p53b_evt_000161,p53b_000161,161,insert_memory,cassandra,baseline,1610.922,1615.436,1653.66,42.738,0,4.514,38.224,ok
162,p53b_evt_000162,p53b_000162,162,insert_memory,cassandra,baseline,1620.724,1658.521,1668.289,47.565,0,37.797,9.768,ok
163,p53b_evt_000163,p53b_000163,163,replace_relation,cassandra,baseline,1654.192,1667.454,1673.092,18.9,0,13.262,5.638,ok
166,p53b_evt_000166,p53b_000166,166,replace_relation,cassandra,baseline,1660.89,1668.411,1673.123,12.233,0,7.52,4.712,ok
164,p53b_evt_000164,p53b_000164,164,insert_memory,cassandra,baseline,1654.712,1667.499,1673.297,18.585,0,12.787,5.798,ok
165,p53b_evt_000165,p53b_000165,165,update_relation,cassandra,baseline,1655.019,1668.357,1673.859,18.84,0,13.339,5.502,ok
167,p53b_evt_000167,p53b_000167,167,update_relation,cassandra,baseline,1670.689,1682.128,1690.598,19.909,0,11.44,8.47,ok
168,p53b_evt_000168,p53b_000168,168,update_relation,cassandra,baseline,1680.602,1691.404,1694.249,13.646,0,10.802,2.844,ok
169,p53b_evt_000169,p53b_000169,169,insert_memory,cassandra,baseline,1690.987,1695.044,1700.617,9.63,0,4.058,5.572,ok
170,p53b_evt_000170,p53b_000170,170,insert_memory,cassandra,baseline,1700.709,1713.853,1716.079,15.37,0,13.144,2.226,ok
171,p53b_evt_000171,p53b_000171,171,insert_memory,cassandra,baseline,1710.764,1716.166,1725.874,15.111,0,5.402,9.709,ok
172,p53b_evt_000172,p53b_000172,172,update_relation,cassandra,baseline,1720.681,1734.097,1744.896,24.216,0,13.416,10.8,ok
173,p53b_evt_000173,p53b_000173,173,update_relation,cassandra,baseline,1730.655,1742.807,1746.64,15.985,0,12.152,3.833,ok
174,p53b_evt_000174,p53b_000174,174,insert_memory,cassandra,baseline,1740.48,1748.221,1760.244,19.764,0,7.741,12.023,ok
175,p53b_evt_000175,p53b_000175,175,update_relation,cassandra,baseline,1750.439,1762.572,1765.98,15.541,0,12.133,3.408,ok
176,p53b_evt_000176,p53b_000176,176,insert_memory,cassandra,baseline,1760.744,1775.682,1784.028,23.284,0,14.938,8.346,ok
177,p53b_evt_000177,p53b_000177,177,replace_relation,cassandra,baseline,1770.734,1784.134,1785.717,14.982,0,13.4,1.583,ok
178,p53b_evt_000178,p53b_000178,178,insert_memory,cassandra,baseline,1780.657,1785.53,1793.011,12.354,0,4.873,7.481,ok
179,p53b_evt_000179,p53b_000179,179,insert_memory,cassandra,baseline,1790.506,1798.726,1808.958,18.451,0,8.22,10.232,ok
180,p53b_evt_000180,p53b_000180,180,replace_relation,cassandra,baseline,1800.515,1817.135,1825.743,25.228,0,16.621,8.607,ok
181,p53b_evt_000181,p53b_000181,181,update_relation,cassandra,baseline,1810.846,1825.522,1829.103,18.257,0,14.676,3.58,ok
182,p53b_evt_000182,p53b_000182,182,insert_memory,cassandra,baseline,1820.669,1829.735,1834.11,13.442,0,9.066,4.376,ok
183,p53b_evt_000183,p53b_000183,183,update_relation,cassandra,baseline,1830.538,1841.659,1843.837,13.299,0,11.121,2.179,ok
184,p53b_evt_000184,p53b_000184,184,insert_memory,cassandra,baseline,1840.817,1848.895,1859.549,18.732,0,8.078,10.654,ok
185,p53b_evt_000185,p53b_000185,185,insert_memory,cassandra,baseline,1850.763,1875.682,1878.099,27.335,0,24.919,2.417,ok
187,p53b_evt_000187,p53b_000187,187,insert_memory,cassandra,baseline,1870.84,1877.727,1879.525,8.685,0,6.887,1.798,ok
186,p53b_evt_000186,p53b_000186,186,insert_memory,cassandra,baseline,1860.811,1878.575,1881.835,21.024,0,17.764,3.26,ok
188,p53b_evt_000188,p53b_000188,188,insert_memory,cassandra,baseline,1880.649,1895.56,1899.373,18.724,0,14.91,3.814,ok
189,p53b_evt_000189,p53b_000189,189,insert_memory,cassandra,baseline,1890.715,1899.021,1909.427,18.712,0,8.306,10.406,ok
190,p53b_evt_000190,p53b_000190,190,insert_memory,cassandra,baseline,1900.582,1911.644,1917.755,17.173,0,11.063,6.11,ok
191,p53b_evt_000191,p53b_000191,191,insert_memory,cassandra,baseline,1910.564,1918.817,1926.14,15.576,0,8.253,7.322,ok
192,p53b_evt_000192,p53b_000192,192,insert_memory,cassandra,baseline,1920.928,1934.34,1944.259,23.331,0,13.412,9.919,ok
193,p53b_evt_000193,p53b_000193,193,update_relation,cassandra,baseline,1930.785,1945.238,1950.129,19.344,0,14.453,4.891,ok
194,p53b_evt_000194,p53b_000194,194,replace_relation,cassandra,baseline,1940.891,1948.891,1951.306,10.415,0,8.0,2.415,ok
195,p53b_evt_000195,p53b_000195,195,update_relation,cassandra,baseline,1950.711,1971.191,1974.307,23.596,0,20.48,3.116,ok
196,p53b_evt_000196,p53b_000196,196,insert_memory,cassandra,baseline,1960.971,1973.212,1975.298,14.327,0,12.241,2.086,ok
197,p53b_evt_000197,p53b_000197,197,insert_memory,cassandra,baseline,1970.735,1974.345,1976.644,5.909,0,3.611,2.298,ok
198,p53b_evt_000198,p53b_000198,198,insert_memory,cassandra,baseline,1980.873,1993.218,1996.511,15.638,0,12.345,3.293,ok
199,p53b_evt_000199,p53b_000199,199,insert_memory,cassandra,baseline,1990.585,1994.774,1999.039,8.454,0,4.189,4.265,ok
200,p53b_evt_000200,p53b_000200,200,insert_memory,cassandra,baseline,2000.504,2020.781,2024.594,24.089,0,20.277,3.812,ok
201,p53b_evt_000201,p53b_000201,201,insert_memory,cassandra,baseline,2010.548,2022.679,2024.913,14.365,0,12.131,2.234,ok
202,p53b_evt_000202,p53b_000202,202,insert_memory,cassandra,baseline,2020.895,2034.358,2042.504,21.609,0,13.464,8.145,ok
203,p53b_evt_000203,p53b_000203,203,insert_memory,cassandra,baseline,2030.63,2043.967,2050.555,19.925,0,13.337,6.588,ok
204,p53b_evt_000204,p53b_000204,204,update_relation,cassandra,baseline,2040.878,2057.03,2069.494,28.617,0,16.153,12.464,ok
205,p53b_evt_000205,p53b_000205,205,insert_memory,cassandra,baseline,2050.858,2071.832,2078.369,27.51,0,20.974,6.536,ok
206,p53b_evt_000206,p53b_000206,206,update_relation,cassandra,baseline,2060.732,2077.43,2087.355,26.623,0,16.699,9.924,ok
207,p53b_evt_000207,p53b_000207,207,insert_memory,cassandra,baseline,2070.757,2088.274,2090.95,20.194,0,17.518,2.676,ok
208,p53b_evt_000208,p53b_000208,208,update_relation,cassandra,baseline,2080.813,2090.047,2092.289,11.476,0,9.234,2.242,ok
