op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-materialized,32,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,7,90.9137,270.6657,307.312,361.6914,919.9685,15.4176,46.1609,5.085,0.3982,987.1002,1,1,1,628
r1_measured_00037,cassandra-materialized,32,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,10,91.6666,251.1947,298.4416,457.0478,1026.3189,53.9404,17.016,119.3019,0.3163,1233.9813,1,1,1,661
r1_measured_00048,cassandra-materialized,32,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,8,82.5256,230.8608,372.4664,422.0594,765.3432,47.514,0.2972,0.235,0.3415,813.782,1,1,1,366
r1_measured_00073,cassandra-materialized,32,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,15,40.2843,277.4232,371.6103,418.5612,770.2737,19.014,8.0632,0.26,0.3333,797.9935,1,1,1,417
r1_measured_00080,cassandra-materialized,32,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,1,12.4631,241.7889,241.7949,319.1671,903.1063,152.8689,25.431,2.4738,0.3028,1084.2413,1,1,1,663
r1_measured_00119,cassandra-materialized,32,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,7,45.1455,249.4234,288.2735,365.9157,1098.6809,60.2425,45.9888,0.5841,0.3348,1205.8965,1,1,1,627
r1_measured_00125,cassandra-materialized,32,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,7,118.9481,279.3615,324.9484,362.431,692.9322,40.8449,34.4316,0.2653,0.4034,768.9326,1,1,1,368
r1_measured_00155,cassandra-materialized,32,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,1,32.1146,174.8781,174.8885,602.7273,1266.5086,20.6778,15.1788,1.4308,0.3697,1304.2339,1,1,1,661
r1_measured_00169,cassandra-materialized,32,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,1,47.5879,138.9005,138.9048,193.0688,1003.7782,30.1407,28.7996,0.8736,0.357,1087.2497,1,1,1,688
r1_measured_00231,cassandra-materialized,32,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,1,11.5073,68.4122,68.4163,855.2321,1351.5096,64.9508,6.6471,0.8504,0.3957,,0,1,1,689
r1_measured_00233,cassandra-materialized,32,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,8,6.6504,57.7447,85.0638,145.633,941.5221,15.1702,15.4899,0.4557,0.3396,973.0429,1,1,1,679
r1_measured_00273,cassandra-materialized,32,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,16,7.7368,69.0804,94.236,196.7435,861.0415,10.9176,38.1205,1.0483,0.3644,911.5549,1,1,1,629
r1_measured_00274,cassandra-materialized,32,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,11.0714,71.7259,114.4582,203.3517,832.9224,19.9742,9.5001,0.3474,0.4422,863.245,1,1,1,564
r1_measured_00294,cassandra-materialized,32,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,1,16,17.4589,157.0288,190.8419,341.5942,893.4963,96.6853,17.9906,1.4859,0.3206,1010.0511,1,1,1,678
r1_measured_00297,cassandra-materialized,32,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,1,12,15.6486,146.4684,170.5531,325.4168,753.452,21.9299,8.9802,0.2772,0.3405,785.0373,1,1,1,418
