op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,neo4j-materialized,64,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,7,4.7956,47.6153,70.7354,131.5929,619.4677,2180.1494,13.6277,3.0366,0.3858,2816.7398,1,1,1,681
r0_measured_00024,neo4j-materialized,64,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,6,9.5182,57.6537,100.7581,208.3643,433.5129,1059.219,4.9771,2.0213,0.3268,,0,1,1,367
r0_measured_00070,neo4j-materialized,64,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,10,10.4887,55.3383,81.7757,122.181,555.5427,2150.5002,29.5127,2.0858,0.3684,2738.0821,1,1,1,677
r0_measured_00094,neo4j-materialized,64,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,1,16.9458,63.1949,63.2,134.073,517.9017,1555.0844,19.7627,0.8381,0.3724,2094.0177,1,1,1,509
r0_measured_00097,neo4j-materialized,64,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,12,21.3076,121.8566,174.7354,255.028,738.427,2183.5428,19.383,1.5592,0.5039,,0,1,1,688
r0_measured_00115,neo4j-materialized,64,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,12,13.5449,107.3062,156.5387,195.9987,502.8652,1217.5685,3.0023,0.2624,0.3179,1724.0649,1,1,1,416
r0_measured_00132,neo4j-materialized,64,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,7,8.3482,65.258,97.0157,130.056,372.2916,1347.0306,5.5882,1.8377,0.5304,,0,1,1,418
r0_measured_00143,neo4j-materialized,64,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,8,10.3821,61.5251,83.0869,127.5402,627.8815,2361.9119,22.6975,1.0874,0.3944,3014.0542,1,1,1,681
r0_measured_00157,neo4j-materialized,64,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,15.6653,60.875,84.8851,131.924,606.9207,1867.8942,7.2107,1.6234,0.6226,2484.4004,1,1,1,566
r0_measured_00190,neo4j-materialized,64,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,6,8.213,50.9287,124.4156,178.7518,595.9864,1848.2242,28.1084,2.692,0.3897,2475.4741,1,1,1,565
