op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,neo4j-materialized,1,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,7,4.4176,23.3792,35.2975,55.0705,57.5745,14.7675,0.6462,0.3931,0.3414,73.796,1,1,1,628
r1_measured_00037,neo4j-materialized,1,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,10,4.7651,19.5024,32.2114,53.761,56.0652,13.0829,0.6074,0.4138,0.337,70.58,1,1,1,660
r1_measured_00048,neo4j-materialized,1,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,8,4.8637,19.9702,32.1108,42.8172,44.0884,6.8172,0.282,0.2516,0.3177,51.803,1,1,1,366
r1_measured_00073,neo4j-materialized,1,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,15,5.224,19.9791,43.318,56.8664,58.4171,7.9084,0.4209,0.2395,0.3236,67.3548,1,1,1,417
r1_measured_00080,neo4j-materialized,1,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,1,3.8345,24.3694,24.3738,45.0362,47.0801,11.051,0.529,0.3688,0.306,59.3978,1,1,1,663
r1_measured_00119,neo4j-materialized,1,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,7,5.2395,26.6937,37.6292,54.8079,56.9982,10.9957,0.5286,0.3517,0.3126,69.2458,1,1,1,627
r1_measured_00125,neo4j-materialized,1,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,7,3.551,18.6461,30.0257,40.9584,42.2916,7.1809,0.4165,0.2058,0.2932,50.4353,1,1,1,368
r1_measured_00155,neo4j-materialized,1,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,1,3.4102,20.6172,20.6208,42.24,44.5721,13.7532,0.6643,0.4013,0.3302,59.7979,1,1,1,661
r1_measured_00169,neo4j-materialized,1,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,1,3.4338,23.3758,23.3801,43.1314,45.3194,11.5181,0.5915,0.4152,0.3199,58.2281,1,1,1,687
r1_measured_00231,neo4j-materialized,1,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,1,3.4059,22.4499,22.4541,41.5586,43.9773,12.6582,0.575,0.4167,0.3148,,0,1,1,688
