op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,cassandra-materialized,32,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,7,47.4205,236.2282,296.6879,367.0883,828.6148,12.7506,53.8782,5.0211,0.3775,900.7168,1,1,1,566
r2_measured_00069,cassandra-materialized,32,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,12,33.7724,244.33,325.9843,379.777,1052.8571,16.1248,17.6118,3.6381,0.4668,,0,1,1,626
r2_measured_00104,cassandra-materialized,32,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,12,111.2738,307.4398,338.0641,391.4822,928.6126,30.7594,15.5253,0.4903,0.3232,979.7009,1,1,1,509
r2_measured_00142,cassandra-materialized,32,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,12,61.9675,212.2296,271.056,337.2405,916.1725,21.9055,45.8865,1.0578,0.3738,985.4641,1,1,1,628
r2_measured_00147,cassandra-materialized,32,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,1,59.3836,192.255,192.2602,246.6247,869.8477,30.9607,11.106,2.0275,0.3366,,0,1,1,679
r2_measured_00165,cassandra-materialized,32,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,1,53.0054,199.9766,199.981,295.2774,938.8981,13.5876,23.9827,1.1791,0.355,978.0673,1,1,1,679
r2_measured_00166,cassandra-materialized,32,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,16,54.3828,218.6206,303.7713,433.0645,802.1586,27.5111,17.4855,0.9439,0.3365,848.4945,1,1,1,509
r2_measured_00173,cassandra-materialized,32,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,10,41.2317,208.62,257.798,425.9126,949.7501,27.8498,12.265,0.5405,0.4117,,0,1,1,686
r2_measured_00182,cassandra-materialized,32,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,8,40.5006,200.7769,235.2094,412.7266,895.9256,26.7214,30.5278,1.7037,0.3479,955.2993,1,1,1,661
r2_measured_00216,cassandra-materialized,32,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,1,54.0447,270.0303,270.0338,315.4623,798.0053,20.7884,40.1082,0.5935,0.3786,,0,1,1,629
r2_measured_00237,cassandra-materialized,32,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,1,14,42.1367,213.268,234.337,301.8656,801.919,140.5397,29.6545,0.8588,0.3482,973.4016,1,1,1,672
r2_measured_00247,cassandra-materialized,32,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,1,7,37.5106,106.9614,137.7752,190.0769,617.0466,36.9017,23.1427,1.2984,0.3521,678.8176,1,1,1,680
r2_measured_00270,cassandra-materialized,32,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,1,12,12.8181,103.0303,117.2555,240.2597,602.8211,36.6716,122.8254,3.6291,0.4381,766.4602,1,1,1,509
r2_measured_00278,cassandra-materialized,32,2,lr000013::conv-42_qa_195,lr000013::conv-42,lr000013::conv-42_session_28_D28:29,0,1,30.7504,99.0581,99.062,167.5977,584.7466,140.2536,32.0622,0.4466,0.3402,,0,1,1,624
r2_measured_00280,cassandra-materialized,32,2,lr000011::conv-41_qa_44,lr000011::conv-41,lr000011::conv-41_session_25_D25:2,1,10,25.4633,94.4095,124.0172,166.3538,601.3497,129.0145,26.3678,0.96,0.3361,758.0988,1,1,1,662
r2_measured_00329,cassandra-materialized,32,2,lr000008::conv-44_qa_22,lr000008::conv-44,lr000008::conv-44_session_14_D14:1,2,16,10.4678,30.5816,58.7112,110.6444,617.6726,53.2734,16.8396,0.6374,0.3496,688.8429,1,1,1,674
r2_measured_00338,cassandra-materialized,32,2,lr000010::conv-26_qa_145,lr000010::conv-26,lr000010::conv-26_session_18_D18:5,1,10,5.0639,66.1213,76.2279,155.1502,585.2911,57.9588,4.1933,0.2953,0.3576,648.1551,1,1,1,418
r2_measured_00341,cassandra-materialized,32,2,lr000013::conv-48_qa_169,lr000013::conv-48,lr000013::conv-48_session_24_D24:2,2,14,8.2427,85.6751,127.1247,192.062,772.9271,47.7609,89.2191,7.4168,0.3045,917.7076,1,1,1,679
r2_measured_00342,cassandra-materialized,32,2,lr000012::conv-48_qa_163,lr000012::conv-48,lr000012::conv-48_session_22_D22:25,0,1,5.7834,74.8389,74.8427,154.1517,765.0872,52.8778,91.6033,1.9243,0.312,911.8829,1,1,1,681
r2_measured_00368,cassandra-materialized,32,2,lr000007::conv-44_qa_22,lr000007::conv-44,lr000007::conv-44_session_14_D14:1,2,16,19.1339,73.4986,119.3981,168.5047,844.1605,46.2868,96.4098,9.8012,0.338,997.1207,1,1,1,675
r2_measured_00427,cassandra-materialized,32,2,lr000007::conv-49_qa_153,lr000007::conv-49,lr000007::conv-49_session_25_D25:8,1,7,131.2878,220.9781,249.1882,317.0643,754.7824,87.5862,55.6423,0.3819,0.3565,898.8079,1,1,1,507
r2_measured_00479,cassandra-materialized,32,2,lr000007::conv-26_qa_150,lr000007::conv-26,lr000007::conv-26_session_18_D18:13,0,1,18.6147,126.2135,126.2277,181.2814,623.4394,71.2971,13.8733,0.2743,0.3676,,0,1,1,418
