op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,neo4j-materialized,8,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,7,4.957,27.8178,45.5705,73.5993,129.874,228.1867,8.184,0.5733,0.3589,367.2483,1,1,1,566
r2_measured_00069,neo4j-materialized,8,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,12,5.0617,37.7406,63.6167,88.8951,141.3335,262.2028,3.3306,0.5477,0.433,,0,1,1,626
r2_measured_00104,neo4j-materialized,8,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,12,5.1556,57.4234,84.7188,107.9883,149.2189,193.0649,2.8882,0.3389,0.3443,345.9142,1,1,1,508
r2_measured_00142,neo4j-materialized,8,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,12,3.7677,28.0891,41.446,69.8125,122.503,236.9081,3.2392,0.6722,0.3176,363.7015,1,1,1,628
r2_measured_00147,neo4j-materialized,8,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,1,4.0267,27.8567,27.8615,52.9059,104.7557,232.2545,3.2948,0.5654,0.3427,,0,1,1,679
r2_measured_00165,neo4j-materialized,8,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,1,4.4801,31.2406,31.2473,60.7757,116.2799,358.9838,4.3348,0.5881,0.3398,480.6002,1,1,1,679
r2_measured_00166,neo4j-materialized,8,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,16,4.7395,26.2905,40.9832,64.8301,106.2514,283.1988,2.135,0.3979,0.3243,392.3634,1,1,1,509
r2_measured_00173,neo4j-materialized,8,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,10,5.2235,39.4441,73.4552,150.5013,209.6947,302.9218,4.3952,0.749,0.3588,,0,1,1,686
r2_measured_00182,neo4j-materialized,8,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,8,4.5756,28.4115,45.3049,76.3926,130.1802,237.1981,4.6644,0.5396,0.3459,373.0031,1,1,1,661
r2_measured_00216,neo4j-materialized,8,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,1,5.0309,28.0191,28.0236,54.9324,113.7704,207.86,3.3234,0.486,0.3367,,0,1,1,629
r2_measured_00237,neo4j-materialized,8,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,1,14,5.6014,30.9418,44.0269,74.0697,125.9976,289.2159,5.8574,0.5456,0.3606,422.0521,1,1,1,672
r2_measured_00247,neo4j-materialized,8,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,1,7,5.8429,29.1738,48.4375,77.7473,133.544,269.7955,4.8937,0.6318,0.3702,409.3175,1,1,1,680
r2_measured_00270,neo4j-materialized,8,2,lr000014::conv-49_qa_8,lr000014::conv-49,lr000014::conv-49_session_1_D1:14,1,12,4.3224,32.8793,55.6437,81.1572,120.3805,279.4097,4.3545,0.6755,0.3946,405.2841,1,1,1,509
r2_measured_00278,neo4j-materialized,8,2,lr000013::conv-42_qa_195,lr000013::conv-42,lr000013::conv-42_session_28_D28:29,0,1,4.0567,29.0344,29.0395,104.7074,154.0898,262.2216,5.9645,0.5649,0.3604,,0,1,1,624
r2_measured_00280,neo4j-materialized,8,2,lr000011::conv-41_qa_44,lr000011::conv-41,lr000011::conv-41_session_25_D25:2,1,10,5.4955,31.8293,46.7745,78.2654,128.7135,248.287,2.6196,0.8232,0.35,380.8641,1,1,1,662
r2_measured_00329,neo4j-materialized,8,2,lr000008::conv-44_qa_22,lr000008::conv-44,lr000008::conv-44_session_14_D14:1,2,16,5.408,33.3327,74.49,104.5931,158.1641,283.6869,2.9736,0.5925,0.4822,445.9932,1,1,1,674
r2_measured_00338,neo4j-materialized,8,2,lr000010::conv-26_qa_145,lr000010::conv-26,lr000010::conv-26_session_18_D18:5,1,10,4.334,27.3401,41.6071,59.7541,103.3638,185.628,1.293,0.316,0.3903,291.0583,1,1,1,418
r2_measured_00341,neo4j-materialized,8,2,lr000013::conv-48_qa_169,lr000013::conv-48,lr000013::conv-48_session_24_D24:2,2,14,4.6939,31.9185,67.6058,115.1889,165.4206,247.0297,1.6861,0.533,0.341,415.0826,1,1,1,679
r2_measured_00342,neo4j-materialized,8,2,lr000012::conv-48_qa_163,lr000012::conv-48,lr000012::conv-48_session_22_D22:25,0,1,5.2534,31.4569,31.4618,57.2882,106.7853,239.4659,2.8127,0.5643,0.3469,350.0523,1,1,1,681
r2_measured_00368,neo4j-materialized,8,2,lr000007::conv-44_qa_22,lr000007::conv-44,lr000007::conv-44_session_14_D14:1,2,16,6.1529,29.5875,70.1435,95.2681,142.37,249.3081,3.4306,0.7209,0.3705,396.2785,1,1,1,675
r2_measured_00427,neo4j-materialized,8,2,lr000007::conv-49_qa_153,lr000007::conv-49,lr000007::conv-49_session_25_D25:8,1,7,3.5961,28.1372,42.6704,65.6765,109.3197,209.5825,5.5368,0.5202,0.435,325.4715,1,1,1,507
r2_measured_00479,neo4j-materialized,8,2,lr000007::conv-26_qa_150,lr000007::conv-26,lr000007::conv-26_session_18_D18:13,0,1,3.8636,27.8065,27.8111,48.0166,78.3069,159.1149,1.5665,0.2627,0.3377,,0,1,1,418
r2_measured_00519,neo4j-materialized,8,2,lr000005::conv-30_qa_8,lr000005::conv-30,lr000005::conv-30_session_2_D2:4,2,20,7.0673,32.4494,64.4744,80.5507,110.2709,127.5652,1.2336,0.41,0.3556,239.9014,1,1,1,369
r2_measured_00534,neo4j-materialized,8,2,lr000010::conv-44_qa_25,lr000010::conv-44,lr000010::conv-44_session_17_D17:1,1,7,5.958,31.2592,48.7025,75.5885,137.7319,261.5145,2.4587,0.5126,0.3444,402.6414,1,1,1,674
r2_measured_00549,neo4j-materialized,8,2,lr000006::conv-47_qa_13,lr000006::conv-47,lr000006::conv-47_session_6_D6:12,1,12,3.7965,29.5378,45.6811,73.1242,136.1413,269.7508,2.0099,0.4392,0.325,408.732,1,1,1,688
r2_measured_00560,neo4j-materialized,8,2,lr000001::conv-49_qa_112,lr000001::conv-49,lr000001::conv-49_session_9_D9:5,1,16,5.5908,36.2239,62.8157,83.7784,119.0884,184.3013,3.4307,0.4945,0.3377,,0,1,1,508
r2_measured_00572,neo4j-materialized,8,2,lr000014::conv-43_qa_158,lr000014::conv-43,lr000014::conv-43_session_25_D25:14,1,12,5.2826,42.5609,61.9129,88.4807,140.6115,248.1795,4.7219,0.656,0.3434,394.5932,1,1,1,680
