op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,cassandra-materialized,8,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,7,2.4659,70.5839,77.0766,115.7652,153.0323,10.9667,8.7222,1.5621,0.3426,174.6878,1,1,1,681
r0_measured_00024,cassandra-materialized,8,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,6,4.1708,46.7975,51.0254,66.9509,80.8372,8.6264,0.8515,1.2816,0.3354,,0,1,1,367
r0_measured_00070,cassandra-materialized,8,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,10,7.6694,36.6023,42.3987,87.0523,137.2391,6.8009,32.3127,1.54,0.3228,178.2817,1,1,1,677
r0_measured_00094,cassandra-materialized,8,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,1,4.8048,18.8892,18.8934,45.7668,56.0319,7.8197,28.3669,0.3175,0.332,92.9235,1,1,1,509
r0_measured_00097,cassandra-materialized,8,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,12,18.7256,48.3328,55.0289,90.4672,327.1916,11.1723,8.0575,0.4952,0.3201,,0,1,1,688
r0_measured_00115,cassandra-materialized,8,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,12,3.5663,22.1838,28.5168,55.2953,162.2953,72.8574,0.8562,0.443,0.3368,236.8484,1,1,1,416
r0_measured_00132,cassandra-materialized,8,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,7,5.4824,19.0389,21.9203,45.1157,176.6011,7.7312,2.9523,0.2646,0.2941,,0,1,1,418
r0_measured_00143,cassandra-materialized,8,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,8,2.5912,12.6927,17.7798,47.5453,134.4786,7.9251,9.6679,9.8658,0.4588,162.4728,1,1,1,681
r0_measured_00157,cassandra-materialized,8,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,8.1336,20.524,24.8507,68.9657,129.0242,7.0506,0.8327,15.3673,0.3593,152.6958,1,1,1,566
r0_measured_00190,cassandra-materialized,8,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,6,6.2152,25.4927,29.8426,82.9382,135.0426,23.6381,8.7353,1.0012,0.3675,168.8533,1,1,1,565
r0_measured_00196,cassandra-materialized,8,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0,1,7.9063,40.772,40.7767,72.446,122.9014,25.2651,7.1293,1.6439,0.361,,0,1,1,686
r0_measured_00205,cassandra-materialized,8,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,1,10,17.6087,32.2204,38.0351,64.0522,74.1254,23.8916,14.1833,0.5179,0.3385,124.5945,1,1,1,674
r0_measured_00209,cassandra-materialized,8,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,1,8,5.4526,36.0835,44.766,84.7849,191.9468,8.9224,4.6547,0.4328,0.3403,,0,1,1,674
r0_measured_00241,cassandra-materialized,8,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,1,14,5.3328,16.7413,22.8513,51.391,59.0443,9.1313,0.949,0.7417,0.3333,,0,1,1,680
r0_measured_00254,cassandra-materialized,8,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,1,7,6.3731,23.9916,28.567,81.401,237.6696,80.9968,4.303,1.0745,0.3579,324.4723,1,1,1,674
r0_measured_00281,cassandra-materialized,8,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0,1,3.9546,18.105,18.1114,44.908,137.674,80.7076,3.5995,1.5757,0.3192,223.9616,1,1,1,681
r0_measured_00296,cassandra-materialized,8,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,1,14,6.1634,13.1752,22.8612,55.7579,81.0,79.0639,6.3401,1.2108,0.3069,167.9871,1,1,1,661
r0_measured_00379,cassandra-materialized,8,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,0,1,5.8369,24.2299,24.2339,77.9027,330.6928,14.606,10.9194,0.725,0.3834,357.3923,1,1,1,678
