op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-materialized,64,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,7,6.3469,391.4611,534.8958,596.6556,719.2683,131.8098,32.5994,0.7655,0.3203,884.833,1,1,1,628
r1_measured_00037,cassandra-materialized,64,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,10,42.4739,498.0341,659.209,763.5259,1319.2248,260.5632,33.3503,2.3038,0.3726,2349.1314,1,1,1,661
r1_measured_00048,cassandra-materialized,64,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,8,121.3723,632.8418,794.4669,837.3806,1255.4491,118.8309,5.3656,0.3073,0.3331,1380.3403,1,1,1,366
r1_measured_00073,cassandra-materialized,64,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,15,186.7138,581.2679,882.0276,1077.401,1634.1083,137.1846,1.9711,0.2599,0.3232,1773.8954,1,1,1,417
r1_measured_00080,cassandra-materialized,64,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,1,179.0382,577.5736,577.5778,692.1331,1153.4934,163.8649,22.7056,1.7982,0.4102,1342.3498,1,1,1,663
r1_measured_00119,cassandra-materialized,64,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,7,104.6844,550.7107,666.3491,886.8713,1492.7659,87.9693,31.1432,0.6833,0.3581,1612.9837,1,1,1,627
r1_measured_00125,cassandra-materialized,64,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,7,96.2946,542.925,688.9395,851.1341,1292.3866,163.1926,14.7325,0.2513,0.3662,1470.9864,1,1,1,368
r1_measured_00155,cassandra-materialized,64,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,1,85.9162,480.4584,480.463,1085.7733,1969.701,75.8719,60.9519,9.046,0.4005,2116.0408,1,1,1,661
r1_measured_00169,cassandra-materialized,64,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,1,138.2881,593.4831,593.4871,789.8322,1549.4367,86.561,34.8827,0.6556,0.3359,2528.0318,1,1,1,689
r1_measured_00231,cassandra-materialized,64,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,1,136.3174,632.0978,632.123,1421.95,2315.5927,77.5499,12.7766,0.5282,0.3469,,0,1,1,689
