op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,cassandra-materialized,64,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,7,19.5021,455.1299,579.9803,659.1442,1436.5189,164.1161,49.0305,1.7767,0.2855,1651.8175,1,1,1,681
r0_measured_00024,cassandra-materialized,64,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,6,98.9849,573.4589,742.6867,787.5474,1326.7471,136.1831,1.0191,1.9946,0.2954,,0,1,1,367
r0_measured_00070,cassandra-materialized,64,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,10,208.1982,539.4087,686.8057,775.7315,1656.0068,135.7733,63.9896,3.0294,0.3172,2362.1497,1,1,1,679
r0_measured_00094,cassandra-materialized,64,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,1,184.7052,583.2723,583.2765,679.452,1438.6691,126.5019,57.0394,0.3206,0.3147,1622.9035,1,1,1,509
r0_measured_00097,cassandra-materialized,64,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,12,177.1844,578.5497,767.2591,873.3664,1877.5903,133.2524,67.1495,3.7146,0.3417,,0,1,1,688
r0_measured_00115,cassandra-materialized,64,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,12,92.1558,483.8704,944.1618,1045.525,1445.2815,136.6668,19.9085,0.2881,0.3622,1602.5628,1,1,1,416
r0_measured_00132,cassandra-materialized,64,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,7,100.1377,452.7482,616.9918,722.5246,1332.7035,92.5062,27.7146,0.2846,0.3127,,0,1,1,418
r0_measured_00143,cassandra-materialized,64,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,8,91.604,454.2576,595.214,856.5615,1673.9482,101.8678,27.2371,7.6284,0.3122,1811.0658,1,1,1,681
r0_measured_00157,cassandra-materialized,64,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,93.2135,557.3422,854.4729,948.3864,1628.0966,93.1064,11.5795,9.0125,0.343,1742.2083,1,1,1,566
r0_measured_00190,cassandra-materialized,64,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,6,96.3249,484.0813,814.946,875.1696,1447.5131,194.0266,44.0137,0.5738,0.3182,1686.5036,1,1,1,565
r0_measured_00196,cassandra-materialized,64,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0,1,81.5437,487.871,487.8832,585.8067,1576.342,84.7812,21.4779,1.6627,0.3269,,0,1,1,686
r0_measured_00205,cassandra-materialized,64,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,1,10,106.8529,719.7273,905.9908,996.2054,1666.7533,145.6143,76.2661,113.4825,0.3157,2435.6473,1,1,1,674
r0_measured_00209,cassandra-materialized,64,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,1,8,98.9301,719.6895,935.609,1064.4399,2226.3172,82.5364,122.3278,2.7277,0.3058,,0,1,1,674
r0_measured_00241,cassandra-materialized,64,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,1,14,96.0219,668.438,864.2116,1028.0578,2564.8683,177.3026,23.2015,0.4141,0.3507,,0,1,1,681
r0_measured_00254,cassandra-materialized,64,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,1,7,81.5163,667.4768,830.6918,933.0933,1609.5977,134.6287,34.2714,30.0395,0.3507,1808.9574,1,1,1,674
r0_measured_00281,cassandra-materialized,64,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0,1,112.9734,697.5858,697.5912,827.2423,1635.4422,182.2535,88.1963,3.2057,0.6987,2522.9145,1,1,1,681
