op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r2_measured_00050,neo4j-materialized,32,2,lr000010::conv-50_qa_124,lr000010::conv-50,lr000010::conv-50_session_23_D23:11,1,7,9.3023,51.6141,210.6085,310.7517,715.9062,1282.4955,44.0897,3.7917,0.7824,2047.1793,1,1,1,566
r2_measured_00069,neo4j-materialized,32,2,lr000000::conv-42_qa_34,lr000000::conv-42,lr000000::conv-42_session_3_D3:17,1,12,26.5322,75.7007,98.2761,178.6881,323.3308,1987.5647,47.4606,1.4762,1.3012,,0,1,1,626
r2_measured_00104,neo4j-materialized,32,2,lr000014::conv-49_qa_67,lr000014::conv-49,lr000014::conv-49_session_16_D16:24,1,12,7.5872,48.6554,66.7152,146.7708,511.7413,1538.9206,18.539,0.5991,1.2918,2071.2706,1,1,1,508
r2_measured_00142,neo4j-materialized,32,2,lr000005::conv-42_qa_180,lr000005::conv-42,lr000005::conv-42_session_25_D25:19,1,12,7.4993,34.1744,55.1246,203.7411,708.9215,2202.5789,15.6689,3.0996,0.8338,2931.2259,1,1,1,628
r2_measured_00147,neo4j-materialized,32,2,lr000000::conv-43_qa_113,lr000000::conv-43,lr000000::conv-43_session_12_D12:21,0,1,53.1589,87.7655,87.7749,188.1806,512.0396,2058.0519,21.6149,5.052,0.7702,,0,1,1,679
r2_measured_00165,neo4j-materialized,32,2,lr000014::conv-43_qa_174,lr000014::conv-43,lr000014::conv-43_session_28_D28:10,0,1,7.2915,98.4273,98.4413,190.1543,327.4953,1587.8961,21.7098,1.9536,5.6134,1944.8535,1,1,1,679
r2_measured_00166,neo4j-materialized,32,2,lr000011::conv-49_qa_66,lr000011::conv-49,lr000011::conv-49_session_16_D16:10,1,16,7.8101,174.226,194.0126,276.1681,657.1746,1321.0875,25.2094,0.539,0.7583,2004.8587,1,1,1,509
r2_measured_00173,neo4j-materialized,32,2,lr000000::conv-47_qa_41,lr000000::conv-47,lr000000::conv-47_session_19_D19:12,1,10,14.0828,69.5757,116.8736,202.6835,700.2234,2072.1054,20.4092,0.8417,0.8227,,0,1,1,686
r2_measured_00182,neo4j-materialized,32,2,lr000014::conv-41_qa_111,lr000014::conv-41,lr000014::conv-41_session_19_D19:3,1,8,11.0689,59.633,90.5729,156.3389,644.2722,1604.4418,36.0908,4.0576,0.7852,2289.7667,1,1,1,661
r2_measured_00216,neo4j-materialized,32,2,lr000002::conv-42_qa_140,lr000002::conv-42,lr000002::conv-42_session_17_D17:8,0,1,16.8759,57.628,57.6361,156.3106,541.3676,1696.0849,30.0563,5.1678,0.809,,0,1,1,629
r2_measured_00237,neo4j-materialized,32,2,lr000012::conv-44_qa_1,lr000012::conv-44,lr000012::conv-44_session_1_D1:2,1,14,9.7162,64.5105,80.7945,253.6332,654.4427,2118.7071,71.2778,1.15,0.8777,2846.5988,1,1,1,672
r2_measured_00247,neo4j-materialized,32,2,lr000010::conv-48_qa_157,lr000010::conv-48,lr000010::conv-48_session_20_D20:21,1,7,13.2118,79.6619,104.722,183.0104,676.3316,2306.7273,85.1098,11.2889,0.7973,3080.369,1,1,1,680
