op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,neo4j-materialized,1,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,7,4.6987,19.7362,30.6949,48.7108,51.0296,13.0232,0.5917,0.3861,0.3059,65.4103,1,1,1,681
r0_measured_00024,neo4j-materialized,1,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,6,4.9151,22.1066,33.5184,46.3398,47.7154,8.1034,0.5797,0.2777,0.5248,,0,1,1,367
r0_measured_00070,neo4j-materialized,1,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,10,3.5381,20.9447,32.7898,53.4184,55.8213,12.3841,0.5263,0.393,0.2991,69.4869,1,1,1,677
r0_measured_00094,neo4j-materialized,1,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,1,4.8113,19.5006,19.5049,36.761,38.4694,10.5449,0.502,0.2723,0.2842,50.1307,1,1,1,509
r0_measured_00097,neo4j-materialized,1,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,12,3.378,21.0988,36.5042,58.0817,60.3377,12.3343,0.5946,0.3779,0.292,,0,1,1,688
r0_measured_00115,neo4j-materialized,1,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,12,3.6096,21.5491,47.7937,61.9134,63.3738,8.4388,0.4268,0.2454,0.3192,72.8565,1,1,1,416
r0_measured_00132,neo4j-materialized,1,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,7,4.6184,20.5675,33.9107,48.0911,49.6496,7.7833,0.4254,0.2442,0.31,,0,1,1,418
r0_measured_00143,neo4j-materialized,1,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,8,3.8869,21.8276,38.4358,55.8675,58.0281,11.2309,0.519,0.3515,0.2963,70.4808,1,1,1,681
r0_measured_00157,neo4j-materialized,1,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,5.2933,19.6827,32.7147,52.0844,54.0441,11.0747,0.5075,0.3671,0.3569,66.4149,1,1,1,566
r0_measured_00190,neo4j-materialized,1,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,6,4.0563,19.0794,31.6289,58.381,60.3491,10.0235,0.4829,0.3068,0.3238,71.5429,1,1,1,565
r0_measured_00196,neo4j-materialized,1,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0,1,3.3296,24.5258,24.5314,45.5729,47.7996,12.143,0.5865,0.4052,0.337,,0,1,1,686
r0_measured_00205,neo4j-materialized,1,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,1,10,4.4884,21.4657,33.9349,53.0633,55.4874,11.389,0.5955,0.3666,0.2767,68.177,1,1,1,673
r0_measured_00209,neo4j-materialized,1,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,1,8,3.2334,20.7567,32.0424,50.6513,52.8885,11.296,0.493,0.3661,0.3049,,0,1,1,674
r0_measured_00241,neo4j-materialized,1,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,1,14,5.2441,25.6843,37.5924,56.1585,58.5075,11.4,0.5155,0.3617,0.3027,,0,1,1,680
r0_measured_00254,neo4j-materialized,1,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,1,7,4.1014,26.5642,44.4548,64.2342,66.4696,13.4536,0.5788,0.4028,0.3278,81.2935,1,1,1,674
r0_measured_00281,neo4j-materialized,1,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0,1,3.6484,24.003,24.0069,46.7207,51.1104,20.0673,1.2055,0.5337,0.4721,73.5008,1,1,1,681
r0_measured_00296,neo4j-materialized,1,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,1,14,9.3695,25.8022,38.5789,60.5019,62.876,12.2087,0.7626,0.5728,0.5181,77.0357,1,1,1,661
r0_measured_00379,neo4j-materialized,1,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,0,1,3.5222,19.0897,19.0937,38.0869,40.6986,12.251,0.7566,0.4936,0.4466,54.7526,1,1,1,678
r0_measured_00380,neo4j-materialized,1,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,1,7,5.6325,26.1323,37.1673,51.7414,53.4374,10.8054,0.6057,0.3357,0.4437,,0,1,1,366
r0_measured_00412,neo4j-materialized,1,0,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,1,7,4.936,23.6036,35.8453,54.2285,56.6109,11.3897,0.5254,0.3806,0.3899,69.3642,1,1,1,673
r0_measured_00417,neo4j-materialized,1,0,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,0,1,3.7989,19.2578,19.2614,39.4245,42.0754,12.9572,0.5647,0.3906,0.3363,56.3922,1,1,1,661
r0_measured_00467,neo4j-materialized,1,0,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,0,1,2.8194,21.7916,21.7967,37.9731,39.7242,9.1362,0.5339,0.3106,0.3241,50.0901,1,1,1,506
