op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,cassandra-materialized,32,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,7,19.4638,358.3153,412.3586,477.6498,1234.6931,9.1023,17.9702,2.4518,0.4248,1264.715,1,1,1,681
r0_measured_00024,cassandra-materialized,32,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,6,164.3787,406.9361,472.8923,509.4203,935.6822,40.7255,18.5195,0.4788,0.9319,,0,1,1,367
r0_measured_00070,cassandra-materialized,32,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,10,88.25,252.0635,330.3939,393.2001,1154.4463,13.995,26.7092,0.6884,0.3881,1196.2995,1,1,1,677
r0_measured_00094,cassandra-materialized,32,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,1,36.0512,202.8652,202.8694,280.8048,913.6513,18.5404,10.9162,5.411,0.38,948.9583,1,1,1,509
r0_measured_00097,cassandra-materialized,32,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,12,30.8714,212.3394,294.0786,358.5013,1157.0895,26.0784,139.7561,4.7122,0.4486,,0,1,1,688
r0_measured_00115,cassandra-materialized,32,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,12,78.3635,314.3736,473.3918,541.5603,972.9831,18.3342,6.1994,0.7055,0.3824,998.6604,1,1,1,416
r0_measured_00132,cassandra-materialized,32,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,7,50.4838,253.2371,284.7919,386.809,840.8303,17.4982,3.9025,1.124,0.4194,,0,1,1,418
r0_measured_00143,cassandra-materialized,32,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,8,68.7214,241.6443,382.6457,437.9212,1031.7624,12.7897,132.9108,0.6577,0.4521,1178.6493,1,1,1,681
r0_measured_00157,cassandra-materialized,32,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,64.3095,205.8623,319.7162,402.3538,959.8753,30.7384,10.9836,1.374,0.4091,1003.4468,1,1,1,566
r0_measured_00190,cassandra-materialized,32,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,6,24.8556,238.2855,266.7524,337.2655,824.2702,27.2393,136.3864,4.4597,0.4341,992.8638,1,1,1,565
r0_measured_00196,cassandra-materialized,32,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0,1,37.1931,275.6057,275.61,353.5712,995.3101,34.216,24.4645,4.6764,0.4162,,0,1,1,686
r0_measured_00205,cassandra-materialized,32,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,1,10,14.491,245.152,325.9863,432.7172,1803.0423,32.9462,56.6136,2.5905,0.3618,1895.623,1,1,1,674
r0_measured_00209,cassandra-materialized,32,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,1,8,111.9193,220.6524,293.3741,350.8267,992.6934,52.0973,52.74,7.2489,0.3816,,0,1,1,674
r0_measured_00241,cassandra-materialized,32,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,1,14,47.4163,110.5131,125.4749,207.5219,799.8453,60.0055,10.147,0.5215,0.471,,0,1,1,681
r0_measured_00254,cassandra-materialized,32,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,1,7,42.5416,95.1145,112.3831,149.675,754.523,73.9445,22.8492,0.5159,0.4181,852.3238,1,1,1,674
r0_measured_00281,cassandra-materialized,32,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0,1,6.4821,41.7235,41.7287,654.0454,1527.0345,18.1636,14.6832,0.493,0.3784,1560.82,1,1,1,681
r0_measured_00296,cassandra-materialized,32,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,1,14,8.8099,42.1344,48.2348,112.0452,806.2399,43.4136,23.3011,2.2831,0.4007,875.7122,1,1,1,661
r0_measured_00379,cassandra-materialized,32,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,0,1,111.1889,208.7917,208.7958,288.9692,1014.6958,40.8097,39.4139,1.0418,0.4296,1106.1631,1,1,1,679
r0_measured_00380,cassandra-materialized,32,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,1,7,5.4183,113.9927,186.9787,228.605,679.3509,26.1745,12.6688,0.2653,0.417,,0,1,1,366
r0_measured_00412,cassandra-materialized,32,0,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,1,7,30.377,212.2504,268.9759,332.3657,1063.3765,23.7249,15.772,5.2758,0.3953,1108.6178,1,1,1,673
r0_measured_00417,cassandra-materialized,32,0,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,0,1,47.002,194.6717,194.6793,299.4917,1023.1397,21.064,11.9945,3.1571,0.4804,1059.9081,1,1,1,661
r0_measured_00467,cassandra-materialized,32,0,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,0,1,37.1245,105.1749,105.1796,160.3805,751.9153,18.3604,34.6861,1.4163,0.5221,806.9763,1,1,1,506
r0_measured_00468,cassandra-materialized,32,0,lr000008::conv-48_qa_70,lr000008::conv-48,lr000008::conv-48_session_23_D23:22,1,8,47.4853,157.4183,176.0501,312.1256,890.4071,22.2148,15.9644,1.16,0.4014,930.2217,1,1,1,679
r0_measured_00508,cassandra-materialized,32,0,lr000007::conv-43_qa_56,lr000007::conv-43,lr000007::conv-43_session_21_D21:13,0,1,38.7942,206.3402,206.3452,458.2753,1186.9943,52.283,42.6505,3.3296,0.381,1285.7205,1,1,1,679
r0_measured_00547,cassandra-materialized,32,0,lr000004::conv-30_qa_75,lr000004::conv-30,lr000004::conv-30_session_15_D15:12,0,1,13.5815,47.205,47.2103,94.3313,492.8202,19.3811,7.8051,1.1882,0.3957,,0,1,1,367
r0_measured_00549,cassandra-materialized,32,0,lr000012::conv-50_qa_103,lr000012::conv-50,lr000012::conv-50_session_16_D16:14,1,12,20.5101,82.3181,99.5911,217.7249,939.9803,41.9781,38.3952,0.9303,0.5032,,0,1,1,568
r0_measured_00551,cassandra-materialized,32,0,lr000011::conv-42_qa_54,lr000011::conv-42,lr000011::conv-42_session_25_D25:1,0,1,16.573,61.5703,61.575,162.0456,857.8128,13.1877,103.5155,0.4673,0.3663,,0,1,1,627
r0_measured_00558,cassandra-materialized,32,0,lr000006::conv-47_qa_121,lr000006::conv-47,lr000006::conv-47_session_23_D23:3,1,7,14.0105,92.31,128.476,201.2092,1007.4526,40.4695,70.5036,0.4987,0.4281,1119.4274,1,1,1,686
r0_measured_00559,cassandra-materialized,32,0,lr000003::conv-44_qa_14,lr000003::conv-44,lr000003::conv-44_session_3_D3:7,0,1,8.5609,86.741,86.7455,194.1938,996.419,35.4693,51.7828,1.3967,0.4127,1085.5576,1,1,1,674
r0_measured_00591,cassandra-materialized,32,0,lr000009::conv-44_qa_84,lr000009::conv-44,lr000009::conv-44_session_13_D13:6,0,1,12.6063,44.8231,44.8278,113.1442,929.3796,21.5989,20.1796,7.872,0.441,979.5487,1,1,1,674
r0_measured_00599,cassandra-materialized,32,0,lr000011::conv-43_qa_48,lr000011::conv-43,lr000011::conv-43_session_18_D18:2,1,7,11.6045,60.6987,79.9954,128.813,935.9613,22.1247,15.2677,0.5584,0.3978,974.3824,1,1,1,679
r0_measured_00657,cassandra-materialized,32,0,lr000011::conv-47_qa_93,lr000011::conv-47,lr000011::conv-47_session_12_D12:5,0,1,11.7768,88.4059,88.4106,249.7454,1027.102,46.6929,35.1209,1.6917,0.5227,1123.6404,1,1,1,687
r0_measured_00664,cassandra-materialized,32,0,lr000008::conv-48_qa_177,lr000008::conv-48,lr000008::conv-48_session_27_D27:9,1,14,11.5014,220.729,252.2492,339.5918,1106.9935,17.6532,31.2886,0.655,0.4192,,0,1,1,679
r0_measured_00681,cassandra-materialized,32,0,lr000015::conv-47_qa_1,lr000015::conv-47,lr000015::conv-47_session_1_D1:26,0,1,25.1652,263.0452,263.0497,310.5052,1077.9213,12.4418,7.2387,1.8057,0.4558,,0,1,1,688
r0_measured_00701,cassandra-materialized,32,0,lr000011::conv-47_qa_39,lr000011::conv-47,lr000011::conv-47_session_18_D18:1,1,8,52.5958,146.3197,157.1822,833.9947,1568.2195,59.6551,57.1045,0.8739,0.3792,1686.3181,1,1,1,687
r0_measured_00703,cassandra-materialized,32,0,lr000012::conv-44_qa_121,lr000012::conv-44,lr000012::conv-44_session_28_D28:10,1,7,46.5208,139.1546,152.1947,270.6128,1093.334,46.6895,49.4803,1.2576,0.4249,1191.2837,1,1,1,674
r0_measured_00708,cassandra-materialized,32,0,lr000004::conv-42_qa_7,lr000004::conv-42,lr000004::conv-42_session_2_D2:3,1,12,37.1893,130.8557,163.2253,260.0545,923.3444,66.4971,24.1094,1.5759,0.3997,1015.993,1,1,1,627
r0_measured_00722,cassandra-materialized,32,0,lr000005::conv-41_qa_98,lr000005::conv-41,lr000005::conv-41_session_15_D15:13,1,10,36.0705,79.0527,140.9322,219.4546,960.4342,39.1629,17.1681,0.8323,0.3882,1018.0614,1,1,1,663
r0_measured_00729,cassandra-materialized,32,0,lr000011::conv-50_qa_48,lr000011::conv-50,lr000011::conv-50_session_22_D22:1,1,10,18.3959,133.3529,183.3046,261.2257,816.703,64.1647,17.5092,1.3602,0.3525,,0,1,1,566
r0_measured_00734,cassandra-materialized,32,0,lr000002::conv-43_qa_140,lr000002::conv-43,lr000002::conv-43_session_19_D19:10,0,1,11.0658,120.864,120.8674,199.1498,908.6309,65.1634,64.8783,2.1433,0.3975,1041.2886,1,1,1,680
r0_measured_00737,cassandra-materialized,32,0,lr000014::conv-43_qa_159,lr000014::conv-43,lr000014::conv-43_session_26_D26:1,1,7,9.4727,177.7495,204.4751,269.4461,971.9331,37.1364,23.9049,0.5273,0.4182,1034.0066,1,1,1,680
r0_measured_00774,cassandra-materialized,32,0,lr000013::conv-41_qa_134,lr000013::conv-41,lr000013::conv-41_session_27_D27:11,1,7,5.1363,75.071,97.7387,182.4269,850.5612,49.1222,59.6984,4.4839,0.43,,0,1,1,662
r0_measured_00787,cassandra-materialized,32,0,lr000002::conv-41_qa_2,lr000002::conv-41,lr000002::conv-41_session_2_D2:28,1,7,17.8293,107.8604,120.1063,179.7486,985.2753,33.1364,94.4589,3.0448,0.4231,1116.4099,1,1,1,661
