op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r0_measured_00015,neo4j-materialized,16,0,lr000007::conv-48_qa_116,lr000007::conv-48,lr000007::conv-48_session_7_D7:20,1,7,79.5082,104.5579,121.0704,150.9284,262.0137,616.9773,4.9678,1.1803,0.3868,885.6179,1,1,1,681
r0_measured_00024,neo4j-materialized,16,0,lr000010::conv-30_qa_60,lr000010::conv-30,lr000010::conv-30_session_9_D9:5,1,6,10.8863,39.5582,64.051,85.1535,153.2219,312.3297,2.1055,0.805,0.3753,,0,1,1,367
r0_measured_00070,neo4j-materialized,16,0,lr000007::conv-43_qa_115,lr000007::conv-43,lr000007::conv-43_session_13_D13:4,1,10,4.8235,36.7545,56.6481,88.4863,216.4609,595.5215,8.8842,0.9656,0.4249,822.3458,1,1,1,677
r0_measured_00094,neo4j-materialized,16,0,lr000016::conv-49_qa_116,lr000016::conv-49,lr000016::conv-49_session_11_D11:8,0,1,6.1166,27.4086,27.4136,107.8731,199.2532,417.0295,5.4724,0.5432,0.3612,622.7346,1,1,1,509
r0_measured_00097,neo4j-materialized,16,0,lr000007::conv-47_qa_94,lr000007::conv-47,lr000007::conv-47_session_13_D13:8,1,12,6.0614,35.5243,64.0119,97.1492,213.2983,549.6724,9.1015,0.6509,0.3892,,0,1,1,688
r0_measured_00115,neo4j-materialized,16,0,lr000009::conv-26_qa_8,lr000009::conv-26,lr000009::conv-26_session_3_D3:1,2,12,5.408,31.6151,63.5381,88.4412,164.5333,325.0806,1.1164,0.3939,0.4208,491.6173,1,1,1,416
r0_measured_00132,neo4j-materialized,16,0,lr000008::conv-26_qa_66,lr000008::conv-26,lr000008::conv-26_session_16_D16:4,1,7,6.2671,35.7269,53.7515,78.676,151.1685,371.9156,1.6113,0.405,0.3302,,0,1,1,418
r0_measured_00143,neo4j-materialized,16,0,lr000010::conv-48_qa_112,lr000010::conv-48,lr000010::conv-48_session_6_D6:4,1,8,6.3531,31.6967,47.8989,78.2353,189.1395,591.2913,6.7777,1.5904,0.3673,789.2491,1,1,1,681
r0_measured_00157,neo4j-materialized,16,0,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,5.5357,34.2016,50.3499,83.0091,173.9276,442.485,3.4862,0.8209,0.4445,621.2481,1,1,1,566
r0_measured_00190,neo4j-materialized,16,0,lr000014::conv-50_qa_25,lr000014::conv-50,lr000014::conv-50_session_15_D15:1,1,6,5.4063,28.2087,54.9719,91.6812,198.3508,499.156,7.4745,1.0212,0.3652,706.4481,1,1,1,565
r0_measured_00196,neo4j-materialized,16,0,lr000001::conv-47_qa_4,lr000001::conv-47,lr000001::conv-47_session_3_D3:5,0,1,4.1421,31.1087,31.113,61.8919,181.9869,591.2341,4.375,1.4387,0.4316,,0,1,1,686
r0_measured_00205,neo4j-materialized,16,0,lr000011::conv-44_qa_105,lr000011::conv-44,lr000011::conv-44_session_23_D23:14,1,10,5.9758,32.6373,54.8775,85.7912,217.1449,558.4623,7.7598,1.0388,0.3649,784.8593,1,1,1,674
r0_measured_00209,neo4j-materialized,16,0,lr000011::conv-44_qa_18,lr000011::conv-44,lr000011::conv-44_session_11_D11:4,1,8,4.9966,38.0691,61.33,91.2705,209.348,518.8283,2.495,0.7937,0.363,,0,1,1,674
r0_measured_00241,neo4j-materialized,16,0,lr000000::conv-48_qa_133,lr000000::conv-48,lr000000::conv-48_session_13_D13:5,1,14,5.0132,33.4942,48.6055,84.1819,202.9601,549.0334,2.0408,1.1112,0.3733,,0,1,1,680
r0_measured_00254,neo4j-materialized,16,0,lr000013::conv-44_qa_58,lr000013::conv-44,lr000013::conv-44_session_25_D25:14,1,7,6.1512,27.8299,52.6083,85.9817,205.5456,579.0116,3.5608,1.1407,0.3794,789.7393,1,1,1,674
r0_measured_00281,neo4j-materialized,16,0,lr000000::conv-48_qa_80,lr000000::conv-48,lr000000::conv-48_session_10_D10:20,0,1,3.2502,28.3018,28.3063,62.3302,186.2781,557.9636,4.6063,1.5092,0.3756,750.8151,1,1,1,681
r0_measured_00296,neo4j-materialized,16,0,lr000015::conv-41_qa_61,lr000015::conv-41,lr000015::conv-41_session_31_D31:2,1,14,5.3298,52.4857,77.0924,111.5988,223.59,505.7643,5.9062,0.9486,0.4137,736.7014,1,1,1,661
r0_measured_00379,neo4j-materialized,16,0,lr000007::conv-43_qa_121,lr000007::conv-43,lr000007::conv-43_session_14_D14:7,0,1,5.9155,32.8094,32.8148,70.0861,194.5302,508.0364,7.6808,0.9251,0.3745,711.6373,1,1,1,678
r0_measured_00380,neo4j-materialized,16,0,lr000004::conv-30_qa_56,lr000004::conv-30,lr000004::conv-30_session_6_D6:15,1,7,3.2076,50.9902,67.3143,85.1688,154.3929,278.3535,1.1382,0.4901,0.3635,,0,1,1,366
r0_measured_00412,neo4j-materialized,16,0,lr000007::conv-44_qa_117,lr000007::conv-44,lr000007::conv-44_session_27_D27:2,1,7,4.4037,54.1111,101.4908,128.3856,260.5251,607.0222,7.9719,1.0291,0.3628,876.9936,1,1,1,673
r0_measured_00417,neo4j-materialized,16,0,lr000010::conv-41_qa_0,lr000010::conv-41,lr000010::conv-41_session_13_D13:16,0,1,5.9395,32.1733,32.1781,124.3207,240.2337,493.8696,5.847,0.7892,0.361,741.1782,1,1,1,661
r0_measured_00467,neo4j-materialized,16,0,lr000001::conv-49_qa_141,lr000001::conv-49,lr000001::conv-49_session_21_D21:10,0,1,4.8428,30.1386,30.1434,55.1312,181.3222,411.5497,7.023,0.3844,0.3802,600.7376,1,1,1,506
r0_measured_00468,neo4j-materialized,16,0,lr000008::conv-48_qa_70,lr000008::conv-48,lr000008::conv-48_session_23_D23:22,1,8,3.8156,30.4948,52.9721,92.8238,205.1648,554.6747,4.7667,0.7629,0.3784,765.8356,1,1,1,678
