op_id,cell,concurrency,repetition,qa_id,scope_id,target_memory_id,edge_count,logical_mutations,commit_ms,graph_visible_ms,relation_candidates_visible_ms,sparse_index_visible_ms,dense_index_visible_ms,candidate_fetch_ms,sparse_scoring_ms,dense_scoring_ms,zscore_fusion_ms,time_to_top10_ms,fresh_hit_at_10,graph_projection_ok,relation_candidate_ok,candidate_count
r1_measured_00001,cassandra-materialized,8,1,lr000013::conv-42_qa_197,lr000013::conv-42,lr000013::conv-42_session_29_D29:8,1,7,86.89,108.6221,115.1403,142.8973,188.2673,10.5999,3.9763,3.0997,0.3476,206.3539,1,1,1,628
r1_measured_00037,cassandra-materialized,8,1,lr000014::conv-41_qa_98,lr000014::conv-41,lr000014::conv-41_session_15_D15:13,1,10,4.0398,28.8353,36.1794,76.6374,170.2787,7.4515,9.0068,4.9253,0.5133,192.2488,1,1,1,660
r1_measured_00048,cassandra-materialized,8,1,lr000013::conv-30_qa_9,lr000013::conv-30,lr000013::conv-30_session_2_D2:5,1,8,3.749,46.8493,54.5797,135.9202,142.3132,7.0203,0.2606,0.2014,0.2981,150.1372,1,1,1,366
r1_measured_00073,cassandra-materialized,8,1,lr000008::conv-26_qa_68,lr000008::conv-26,lr000008::conv-26_session_16_D16:8,2,15,14.2809,41.6396,70.3873,100.1315,119.8381,11.6907,4.9486,0.3573,0.3166,137.2093,1,1,1,417
r1_measured_00080,cassandra-materialized,8,1,lr000002::conv-41_qa_0,lr000002::conv-41,lr000002::conv-41_session_13_D13:16,0,1,11.354,28.0942,28.0988,76.9804,97.1855,14.1116,3.7632,1.2438,0.3364,116.7786,1,1,1,663
r1_measured_00119,cassandra-materialized,8,1,lr000001::conv-42_qa_19,lr000001::conv-42,lr000001::conv-42_session_8_D8:4,1,7,7.7528,33.7984,40.2888,90.6679,185.6773,8.8227,30.6732,2.6937,0.4016,228.348,1,1,1,627
r1_measured_00125,cassandra-materialized,8,1,lr000012::conv-30_qa_41,lr000012::conv-30,lr000012::conv-30_session_1_D1:17,1,7,8.5359,51.0958,55.4468,73.4285,122.5374,18.361,1.4146,0.2427,0.3296,142.939,1,1,1,368
r1_measured_00155,cassandra-materialized,8,1,lr000014::conv-41_qa_136,lr000014::conv-41,lr000014::conv-41_session_27_D27:13,0,1,4.8231,19.2199,19.2244,63.1773,300.6948,8.8431,8.3234,1.2593,0.3934,319.5918,1,1,1,661
r1_measured_00169,cassandra-materialized,8,1,lr000003::conv-47_qa_93,lr000003::conv-47,lr000003::conv-47_session_12_D12:5,0,1,3.5287,19.5949,19.5996,57.0522,266.3023,11.4072,1.0847,0.8803,0.3944,280.1455,1,1,1,688
r1_measured_00231,cassandra-materialized,8,1,lr000003::conv-47_qa_5,lr000003::conv-47,lr000003::conv-47_session_3_D3:11,0,1,5.9166,25.3028,25.3074,77.0141,245.4103,11.8927,3.5894,0.9087,0.322,,0,1,1,688
r1_measured_00233,cassandra-materialized,8,1,lr000014::conv-48_qa_112,lr000014::conv-48,lr000014::conv-48_session_6_D6:4,1,8,3.693,47.1964,50.721,83.3307,236.0985,5.3098,3.0443,0.5584,0.3305,245.4046,1,1,1,679
r1_measured_00273,cassandra-materialized,8,1,lr000005::conv-42_qa_44,lr000005::conv-42,lr000005::conv-42_session_22_D22:2,1,16,4.3661,16.0478,18.6229,69.3024,126.7243,23.668,31.0757,0.4248,0.344,182.3061,1,1,1,629
r1_measured_00274,cassandra-materialized,8,1,lr000013::conv-50_qa_59,lr000013::conv-50,lr000013::conv-50_session_2_D2:1,1,6,4.8831,15.6368,39.1388,67.5514,107.9049,7.8901,1.6176,0.3884,0.3432,118.2022,1,1,1,564
r1_measured_00294,cassandra-materialized,8,1,lr000007::conv-48_qa_134,lr000007::conv-48,lr000007::conv-48_session_14_D14:6,1,16,6.2797,20.8717,29.4245,77.169,229.5411,10.2325,2.5267,1.3592,0.3509,244.0742,1,1,1,678
r1_measured_00297,cassandra-materialized,8,1,lr000013::conv-26_qa_101,lr000013::conv-26,lr000013::conv-26_session_5_D5:8,1,12,8.1201,38.393,45.6166,71.4591,185.4179,4.2051,20.8646,0.2924,0.3256,211.1601,1,1,1,418
r1_measured_00304,cassandra-materialized,8,1,lr000016::conv-42_qa_163,lr000016::conv-42,lr000016::conv-42_session_23_D23:17,1,14,19.3737,56.99,61.1981,89.6381,208.3155,7.0898,7.3055,1.3607,0.3552,224.4893,1,1,1,626
r1_measured_00313,cassandra-materialized,8,1,lr000014::conv-47_qa_37,lr000014::conv-47,lr000014::conv-47_session_17_D17:28,1,7,4.3552,19.6383,24.4374,57.8832,133.0144,10.0454,13.4718,0.8859,0.4152,157.8946,1,1,1,685
r1_measured_00319,cassandra-materialized,8,1,lr000008::conv-48_qa_161,lr000008::conv-48,lr000008::conv-48_session_22_D22:6,1,8,4.5159,41.0832,44.8028,69.9145,118.628,9.1907,17.0874,0.8756,0.3811,146.2226,1,1,1,681
r1_measured_00325,cassandra-materialized,8,1,lr000009::conv-42_qa_85,lr000009::conv-42,lr000009::conv-42_session_29_D29:1,1,14,19.5752,29.5679,33.1782,56.0308,81.5648,7.6932,6.9776,2.9248,0.3283,99.5502,1,1,1,629
r1_measured_00338,cassandra-materialized,8,1,lr000011::conv-48_qa_151,lr000011::conv-48,lr000011::conv-48_session_19_D19:11,0,1,6.3676,22.5616,22.5656,60.7442,212.5329,3.7043,37.4525,2.036,0.3093,256.0982,1,1,1,679
r1_measured_00347,cassandra-materialized,8,1,lr000006::conv-49_qa_14,lr000006::conv-49,lr000006::conv-49_session_3_D3:3,1,7,13.2107,38.5818,44.984,156.8264,251.7598,4.8955,2.1005,0.3636,0.3264,259.4985,1,1,1,506
r1_measured_00369,cassandra-materialized,8,1,lr000013::conv-41_qa_133,lr000013::conv-41,lr000013::conv-41_session_27_D27:9,1,10,5.0319,15.847,20.2087,54.9205,143.2858,5.7959,8.7478,1.2357,0.3482,159.4791,1,1,1,662
r1_measured_00418,cassandra-materialized,8,1,lr000008::conv-49_qa_77,lr000008::conv-49,lr000008::conv-49_session_23_D23:15,0,1,7.4453,22.4017,22.4055,47.5775,54.7736,9.6931,4.3458,0.3506,0.3738,,0,1,1,509
r1_measured_00424,cassandra-materialized,8,1,lr000003::conv-47_qa_89,lr000003::conv-47,lr000003::conv-47_session_10_D10:12,1,14,21.8613,45.2689,50.0357,88.699,176.7654,10.2316,15.8696,1.3429,0.352,204.6311,1,1,1,689
